tw_0,雖然通常沒什麼威力，但有很低的機率來一次殺死對方。
tw_315,"端午活動印花，可以用於兌換粽子或者裝備屈原紀念禮盒。印花會在2018-06-28 10:00AM失效並且消失。"
tw_316,"端午活動印花所兌換的禮盒。有機會隨機開出七種限定裝備中的其中一種。"
tw_317,"持有這張通行證的人，可以在馬洛斯城內通過魔物巢穴傳送師傳送到魔物的巢穴。"
tw_318,"吟遊詩人的長靴，活動專屬裝備"
tw_319,"採用神棄之島的遠古放逐者之淚製作的耳環，蘊含狂躁的力量；強化可提升抵抗石化能力"
tw_320,"採用神棄之島的遠古放逐者之淚製作的耳環，蘊含詭異的魔能；強化可提升抵抗石化能力"
tw_321,"採用神棄之島的遠古放逐者之淚製作的耳環，蘊含空靈的異能；強化可提升抵抗石化能力"
tw_322,"採用神棄之島的遠古放逐者之淚製作的耳環，蘊含狂躁的力量；強化可提升抵抗中毒能力"
tw_323,"採用神棄之島的遠古放逐者之淚製作的耳環，蘊含詭異的魔能；強化可提升抵抗中毒能力"
tw_324,"採用神棄之島的遠古放逐者之淚製作的耳環，蘊含空靈的異能；強化可提升抵抗中毒能力"
tw_325,"巴拉爾特製的頭盔，能吸收魔傷。\n每強化1等，魔防+2。\n每強化2等，防禦-1。\n激活套裝後：防禦-3，魔防+5。\n\f=套裝組件含：頭盔、斗篷、T恤、鞋"
tw_326,"巴拉爾特製的斗篷，能吸收魔傷。\n每強化1等，魔防+2。\n每強化2等，防禦-1。\n激活套裝後：防禦-3，魔防+5。\n\f=套裝組件含：頭盔、斗篷、T恤、鞋"
tw_327,"巴拉爾特製的鏈甲，能吸收魔傷。\n每強化1等，魔防+2。\n每強化2等，防禦-1。"
tw_328,"巴拉爾特製的T恤，能吸收魔傷。\n每強化1等，魔防+2。\n每強化2等，防禦-1。\n激活套裝後：防禦-3，魔防+5。\n\f=套裝組件含：頭盔、斗篷、T恤、鞋"
tw_329,"巴拉爾特製的長靴，能吸收魔傷。\n每強化1等，魔防+2。\n每強化2等，防禦-1。\n激活套裝後：防禦-3，魔防+5。\n\f=套裝組件含：頭盔、斗篷、T恤、鞋"
tw_330,"英雄的榮譽之戒，可在馬洛斯城鎮的瑪西婭用消耗英雄紋章升等為英雄戒指Lv.2"
tw_331,"英雄的榮譽之戒，可在馬洛斯城鎮的瑪西婭用消耗英雄紋章升等為英雄戒指Lv.3"
tw_332,"英雄的榮譽之戒，可在馬洛斯城鎮的瑪西婭用消耗英雄紋章升等為英雄戒指Lv.4"
tw_333,"英雄的榮譽之戒，具有強大的力量"
tw_334,"英雄的榮譽紋章，用來升等英雄項錬。"
tw_335,"英雄的榮譽憑證，沒有實際作用，只是用來作為英雄項錬進階的證明"
tw_336,"人們祈求神明賜予豐收，向神明獻上的水晶祭品。\n可到\fW活動聯絡者\f>處進行抽獎。"
tw_337,"使用後可獲得二次自我加速的神秘酒水。"
tw_338,"三階淨化藥水禮包，打開可隨機獲得三階武器/防具/飾品淨化藥水"
tw_339,"四階淨化藥水禮包，打開可隨機獲得四階武器/防具/飾品淨化藥水"
tw_340,"角色改名卷軸，可以更改角色名稱 \n在馬洛斯地區的\fC角色改名專員\f>（32836,33541）處使用後更改角色名稱。"
tw_341,"血盟改名卷軸，可以更改血盟名稱 \n在馬洛斯地區的\fC角色改名專員\f>（32836,33541）處使用後更改血盟名稱。"
tw_342,"盟徽改名卷軸，可以更改盟徽名稱 \n在馬洛斯地區的\fC角色改名專員\f>（32836,33541）處使用後更改盟徽名稱。"
tw_343,"看上去很鋒利，但卻只剩半截的劍身"
tw_344,"武器強化卷軸禮包，打開可獲得10個可交易的武器強化卷軸，1個不可交易的武器強化卷軸"
tw_345,"防具強化卷軸禮包，打開可獲得10個可交易的防具強化卷軸，1個不可交易的防具強化卷軸"
tw_346,"時光神石描述"
tw_347,"\f=限時物品，到期消失。\f> \n在角色死亡時，自動消耗1張護魂卷軸，不再掉落物品，不遺忘魔法"
tw_348,"使用後可隨機獲得2顆四元素中的任意一種"
tw_349,"謝謝參與"
tw_350,"使用後可隨機獲得加速類型的物品，最高可獲得月輝之淚 * 99或加速術魔法書"
tw_351,"使用後可隨機獲得變形類型的物品，最高可獲得傲骨·高級變形卷軸 * 66或[烈炎術]魔法書"
tw_352,"使用後可隨機獲得強化卷軸，最高可獲得受祝福的強化卷軸"
tw_353,"神明對人們贈與的珍貴麥穗，一粒可種出一畝糧食。\n可到\fW活動聯絡者\f>處兌換獎品。"
tw_354,"使用後，隨機提高2-5點體力。"
tw_355,"使用後，隨機提高1-3點魔力。"
tw_356,"使用特殊材質瓶子保存的鮮釀麥酒，飲後令人精神抖擻。\n可使用鮮釀麥酒補充使用次數。\n使用後，對怪物物理攻擊+2，對角色物理攻擊+1，額外魔傷+1。"
tw_357,"由黃金麥穗釀造而成的麥酒，需裝到特殊材質的容器內才可保存新鲜。\n鮮釀麥酒用於補充神恩麥酒的使用次數，必須同時擁有神恩麥酒才可使用生效。"
tw_358,"用來吸引聖誕老人麋鹿的道具，能晃蕩出麋鹿最愛的聲音。\n可到\fW活動聯絡者\f>處兌換獎品。"
tw_359,"指引人們找到聖人的神聖之星。\n使用後增加3000點正義值。"
tw_360,"冰龍和冰鳳活動進場憑證。"
tw_361,"人們慶祝踏入新一年時燃放的絢麗煙花。\n使用後可以燃放各類炫麗多彩的煙花，並獲得獎勵。"
tw_362,"成功擊殺冰龍後獲得的獎勵。"
tw_363,"特殊的高級變形卷軸，可變形成寒冬獨有的怪物。"
tw_364,"閃耀著神聖光芒，指引人們找到聖人的神聖之星。\n使用後增加10000點正義值。"
tw_365,"當日已購買過[沈睡冰魄]的憑證，沒有其他用途。\n\f=物品失效時間：次日00:00"
tw_366,"離開冰雪之地必須的卷軸。\n\f=5秒後自動傳送離開冰雪之地。"
tw_367,"特殊的高級變形卷軸，可變形成寒冬獨有的怪物和傲骨死騎。"
tw_368,"在活動期間，可到馬洛斯城鎮的\fW活動聯絡者\f>兌換為跨年煙花。"
tw_369,"成功擊殺冰鳳後獲得的獎勵。"
tw_370,"抵達指定位置點燃後，有概率獲得受祝福的強化卷軸、[召喚術]魔法書等珍稀物品"
tw_371,"抵達指定位置點燃後，有概率獲得受祝福的強化卷軸等珍稀物品"
tw_372,"狩獵徽章所兌換的禮盒。有機會隨機開出七種屈原長靴中的其中一種。"
tw_373,"為先賢者們特別準備的弓弩，有效期15天。"
tw_374,"為先賢者們特別準備的法杖，有效期15天。"
tw_375,"為先賢者們特別準備的利劍，有效期15天。"
tw_376,"為先賢者們特別準備的頭盔，有效期15天。\n激活套裝後：hp+100。\n\f=套裝組件含：頭盔、T恤、盔甲、披風、手套、鞋。"
tw_377,"為先賢者們特別準備的T恤，有效期15天。\n激活套裝後：hp+100。\n\f=套裝組件含：頭盔、T恤、盔甲、披風、手套、鞋。"
tw_378,"為先賢者們特別準備的盔甲，有效期15天。\n激活套裝後：hp+100。\n\f=套裝組件含：頭盔、T恤、盔甲、披風、手套、鞋。"
tw_379,"為先賢者們特別準備的披風，有效期15天。\n激活套裝後：hp+100。\n\f=套裝組件含：頭盔、T恤、盔甲、披風、手套、鞋。"
tw_380,"為先賢者們特別準備的手套，有效期15天。\n激活套裝後：hp+100。\n\f=套裝組件含：頭盔、T恤、盔甲、披風、手套、鞋。"
tw_381,"為先賢者們特別準備的鞋子，有效期15天。\n激活套裝後：hp+100。\n\f=套裝組件含：頭盔、T恤、盔甲、披風、手套、鞋。"
tw_382,"激活套裝後：hp+100。"
tw_383,"限時物品，有效期7天。\n為先賢者們特別準備的禮包，回歸玩家專屬福利，使用可獲得15天時效的先賢者防具和武器。"
tw_384,"裝有萬能藥的木匣，使用可獲得隨機1個萬能藥（智力/力量/敏捷/毅力）。"
tw_385,"裝有普通魔法筆記的禮物，使用可隨機獲得數量不等的4-6等魔法筆記。"
tw_386,"\f=限時物品，有效時間：24小時。\f>\n裝有各種經驗魔方的木匣，使用可獲得隨機經驗魔方。所含經驗魔方均為限時物品，需於獲得後\fW24\f>小時內使用。"
tw_387,"任務物品，不可使用。"
tw_388,"火神伏爾坎的木匣，打開可獲得隨機的綁定魔法書。"
tw_389,"火神伏爾坎的禮物，參與「全民分享集讚抽火神伏爾坎之禮」活動獲得。"
tw_390,"任務物品，不可穿戴。"
tw_391,"參與活動\fW全民分享集讚抽火神伏爾坎之禮\f>獲得之禮券，可用於在馬洛斯\fW火神伏爾坎的僕從\f>處參與抽獎。"
tw_392,"在8月22日10:00後，可跟\fW天啟者\f>[水淩林城鎮(32722,32704)]解除\fW武器源晶(封印)\f>的封印，自行選擇想要的元素之武器源晶。"
tw_393,"\f=限時物品。\f>\n受月光女神祝福的寶石，可於\fW2019-09-26 10:00:00前\f>在馬洛斯的\fW月光女神的僕從\f>處用於裝備重鍛。"
tw_394,"\f=限時物品。\f>\n2019中秋活動物品，可用於在\fW馬洛斯城鎮\f>的\fW棋羿\f>處參與\fW中秋活動\f>。\n與\fW中秋禮券·兌換函\f>一起使用，可兌換\fW骰子\f>。"
tw_395,"\f=限時物品。\f>\n2019中秋活動物品，與\fW中秋禮券\f>一起使用，可用於在\fW馬洛斯城鎮\f>的\fW棋羿\f>處兌換\fW骰子\f>。\n每消耗\fW40\f>張\fW中秋禮券\f>及\fW1\f>張\fW中秋禮券·兌換函\f>即可兌換1個\fW骰子\f>。"
tw_396,"\f=限時物品。\f>\n可在馬洛斯城鎮的\fW棋羿\f>處參與\fW幸運棋盤\f>。"
tw_397,"\f=限時物品。\f>\n可在馬洛斯城鎮的\fW棋羿\f>處憑券兌換獲得\fW骰子\f>。\n每消耗\fW1\f>張\fW骰子優惠券\f>即可兌換\fW1\f>個\fW骰子\f>。"
tw_398,"\f=限時物品。\f>\n使用即可進入\fW伊娃之島\f>。"
tw_399,"伊娃之島產出的果實，使用後可增加3000正義值。"
tw_400,"記載著武器研究心得的珍貴卷軸，可對武器進行強化升等，成功幾率更高"
tw_401,"記載著防具研究心得的珍貴卷軸，可對防具進行強化升等，成功幾率更高"
tw_402,"寫滿詭異符文的卷軸。\n使用後可獲得100鉑金幣。"
tw_403,"寫滿詭異符文的卷軸。\n可在馬洛斯的西瑞爾[變形]處以3個兌換1個高級變形卷軸 (綁定)。"
tw_404,"紅岩煉獄的特有產物。\n可用於在馬洛斯城鎮的\fW活動使者[紅岩煉獄]\f>處兌換獎勵。"
tw_405,"在馬洛斯\fW活動使者[紅岩煉獄]\f>處兌換獲得的禮盒，有極低機率可獲得稀世的[召喚術][血祭][野蠻疾走]魔法書。"
tw_406,"無論當前角色等級是多少，使用後都會立刻到達60等的神奇卷軸。"
tw_407,"\f=限時物品。\f>\n可用於馬洛斯的\fW月光女神的僕從\f>處參與\fW合服慶典嘉獎禮\f>活動。有概率獲得\fW萬能藥（智力/力量/敏捷/毅力）\f>等珍稀獎勵。"
tw_408,"三服合一的限定禮盒。\n使用後可獲得\n\f=生命聖泉×30\f>"
tw_409,"三服合一的限定禮盒。\n使用後可獲得\n\f=輪迴奧術×40\f>\n\f=指定等級卷軸[60等]×1\f>"
tw_410,"新春佳節的慶祝道具，用以向天神祈福。\n使用後獲得4倍經驗魔方(綁定限時)x1、高級泡點福袋x1、月輝之淚x10。"
tw_411,"記錄著通往聚寶島入口的藏寶圖，使用後可傳送至聚寶島。\n由於聚寶島被魔法保護，只可在島上停留5分鐘。\n死亡或任意方式傳送出聚寶島後，只有再次購買使用聚寶島藏寶圖才可再次進入。"
tw_412,"包含著新年祝福的年糕，使用後可暫時提高體力最大值。"
tw_413,"包含著新年祝福的丸子，使用後可暫時提高魔力最大值。"
tw_414,"\f=限時物品，有效期7天。\f>\n等級≥40的冒險者可憑券於\fW隱藏之谷\f>活動開啟期間前往馬洛斯的\fW隱藏之谷·誓\f>處消耗該券進入\fW隱藏之谷·誓\f>。"
tw_415,"三服合一的限定高級禮盒。\n使用後可獲得\n\f=生命聖泉×30\f>\n\f=古代的淬體藥水×5\f>\n\f=古代的煉魔藥水×5\f>"
tw_416,"三服合一的限定高級禮盒。\n使用後可獲得\n\f=輪迴奧術×40\f>\n\f=指定等級卷軸[60等]×1\f>\n\f=古代的淬體藥水×8\f>\n\f=古代的煉魔藥水×8\f>"
tw_417,"三服合一的限定終極禮盒。\n使用後可獲得\n\f=生命聖泉×30\f>\n\f=古代的淬體藥水×10\f>\n\f=古代的煉魔藥水×10\f>"
tw_418,"三服合一的限定終極禮盒。\n使用後可獲得\n\f=輪迴奧術×40\f>\n\f=指定等級卷軸[60等]×1\f>\n\f=古代的淬體藥水×20\f>\n\f=古代的煉魔藥水×20\f>"
tw_419,"使用後提高10點體力。\n體力達到等級體力上限時，無法使用。\n\f3聖光洗禮後不可使用。\f>"
tw_420,"使用後提高5點魔力。\n魔力達到等級魔力上限時，無法使用。\n\f3聖光洗禮後不可使用。\f>"
tw_421,"已購買終極生命聖泉禮盒的憑證。"
tw_422,"已購買終極輪迴奧術禮盒的憑證。"
tw_423,"「聖光洗禮」任務物品。\n藏在\f=騎特拉地監4層\f>的風系靈植，集齊\f=50\f>個交給水淩林城堡的\f=希亞[聖光洗禮]\f>即可獲得聖光洗禮任務物品\f=梵迪的小提琴\f>。"
tw_424,"「聖光洗禮」任務物品。\n藏在\f=蟻洞3層\f>的水系靈植，集齊\f=50\f>個交給水淩林城堡的\f=希亞[聖光洗禮]\f>即可獲得聖光洗禮任務物品\f=伏特的陶罐\f>。"
tw_425,"「聖光洗禮」任務物品。\n藏在\f=德雷克地監6層\f>的土系靈植，集齊\f=50\f>個交給水淩林城堡的\f=希亞[聖光洗禮]\f>即可獲得聖光洗禮任務物品\f=提拉的原石\f>。"
tw_426,"「聖光洗禮」任務物品。\n深埋在\f=海底深淵\f>的火系靈植，集齊\f=50\f>個交給水淩林城堡的\f=希亞[聖光洗禮]\f>即可獲得聖光洗禮任務物品\f=伏爾坎的火楓葉\f>。"
tw_427,"聖光洗禮任務物品。\n由\f=希亞\f>利用\f=風曇\f>的風神氣息尋到，集齊\f=風\f>、\f=水\f>、\f=土\f>、\f=火\f>4種神物即可在\f=希亞\f>處完成\f=聖光洗禮\f>壯大靈魂力量。"
tw_428,"聖光洗禮任務物品。\n由\f=希亞\f>利用\f=水櫻\f>的水神氣息尋到，集齊\f=風\f>、\f=水\f>、\f=土\f>、\f=火\f>4種神物即可在\f=希亞\f>處完成\f=聖光洗禮\f>壯大靈魂力量。"
tw_429,"聖光洗禮任務物品。\n由\f=希亞\f>利用\f=土鹿\f>的土神氣息尋到，集齊\f=風\f>、\f=水\f>、\f=土\f>、\f=火\f>4種神物即可在\f=希亞\f>處完成\f=聖光洗禮\f>壯大靈魂力量。"
tw_430,"聖光洗禮任務物品。\n由\f=希亞\f>利用\f=火菊\f>的火神氣息尋到，集齊\f=風\f>、\f=水\f>、\f=土\f>、\f=火\f>4種神物即可在\f=希亞\f>處完成\f=聖光洗禮\f>壯大靈魂力量。"
tw_431,"循環任務\f=限時武器保護卷軸\f>任務物品。\n擊敗火山地區的\f=火魂\f>獲得。"
tw_432,"循環任務\f=限時武器保護卷軸\f>任務物品。\n擊敗火山地區的\f=火焰極奧\f>獲得。"
tw_433,"循環任務\f=限時武器保護卷軸\f>任務物品。\n擊敗火山地區的\f=熔岩戈倫\f>獲得。"
tw_434,"循環任務\f=限時武器保護卷軸\f>任務物品。\n擊敗火山地區的\f=火蜥蜴\f>獲得。"
tw_435,"循環任務\f=限時武器保護卷軸\f>任務物品。\n擊敗火山地區的\f=熔岩巨人\f>獲得。"
tw_436,"循環任務「限時三階武器保護卷軸」任務物品。\n傳說擁有幸運四葉草的人，會有好運哦！"
tw_437,"裝備禮盒，機率開出一階普通或祝福裝備。"
tw_438,"裝備禮盒，機率開出二階普通或祝福裝備。"
tw_439,"\f=限時物品，到期消失。\f>\n[全民練功]活動的[隱藏之谷·誓]地圖入場券，憑券可於\f=4月29日 23:59:59\f>前進入[\f=隱谷·誓\f>]地圖練功(每日最多10次)。全民練功活動結束後至\f=5月10日 23:59:59\f>前，可於隱藏之谷正常開放期間憑券進入[隱藏之谷·誓]地圖練功。"
