en_0,"0"
en_3345,"Lv.2 水护胫甲"
en_3346,"Lv.3 水护胫甲"
en_3347,"土护胫甲"
en_3348,"Lv.2 土护胫甲"
en_3349,"Lv.3 土护胫甲"
en_3350,"风灵矿石"
en_3351,"火灵矿石"
en_3352,"水灵矿石"
en_3353,"土灵矿石"
en_3354,"损坏的胫甲"
en_3355,"损坏的元素加护胫甲"
en_3356,"损坏的Lv.2元素加护胫甲"
en_3357,"受伤的冒险者"
en_3358,"魔音吉他"
en_3359,"纤羽笔"
en_3360,"木头人偶"
en_3361,"千织甲片"
en_3362,"炎珀"
en_3363,"NULL"
en_3364,"源蜜"
en_3365,"陶罐"
en_3366,"亲卫·罗恩"
en_3367,"亲卫·勒尔"
en_3368,"魂石板工匠"
en_3369,"魂石板商人"
en_3370,"风灵钻"
en_3371,"火灵钻"
en_3372,"水灵钻"
en_3373,"土灵钻"
en_3374,"Lv2.风灵钻"
en_3375,"Lv2.火灵钻"
en_3376,"Lv2.水灵钻"
en_3377,"Lv2.土灵钻"
en_3378,"Lv3.风灵钻"
en_3379,"Lv3.火灵钻"
en_3380,"Lv3.水灵钻"
en_3381,"Lv3.土灵钻"
en_3382,"雷斯 [仓库]"
en_3383,"徘徊的怨念头目"
en_3384,"绑定的魂石福袋(小)"
en_3385,"圣泉灵叶"
en_3386,"骰子匕首"
en_3387,"随从血食"
en_3388,"熔岩狮人"
en_3389,"牛头人战士"
en_3390,"灯谜1"
en_3391,"灯谜2"
en_3392,"灯谜3"
en_3393,"灯谜4"
en_3394,"灯谜5"
en_3395,"灯谜6"
en_3396,"灯谜7"
en_3397,"灯谜8"
en_3398,"灯谜9"
en_3399,"灯谜10"
en_3400,"灯谜盒子"
en_3401,"灯谜礼包·喜乐"
en_3402,"灯谜礼包·平安"
en_3403,"延福礼盒"
en_3404,"灯谜·牛气冲天"
en_3405,"灯谜·牛劲十足"
en_3406,"牛哞哞[新春灯谜]"
en_3407,"Royal"
en_3408,"Knight"
en_3409,"Elf"
en_3410,"Mage"
en_3411,"Dark Elf"
en_3412,"Dragonknight"
en_3413,"Illusionist"
en_3414,"福福[新春灯谜]"
en_3415,"吉祥结"
en_3416,"凯琳[英雄项炼进阶]"
en_3417,"福禧[新春答灯谜]"
en_3418,"低级生命耳环(限时)"
en_3419,"高级生命耳环(限时)"
en_3420,"牛年限定套装"
en_3421,"牛头怪"
en_3422,"挑战令·白"
en_3423,"挑战令·绿"
en_3424,"挑战令·蓝"
en_3425,"蓝色魂石"
en_3426,"绿色魂石"
en_3427,"红色魂石"
en_3428,"合成卷轴"
en_3429,"誓约印章"
en_3430,"挑战印记"
en_3431,"珀南[每日挑战]"
en_3432,"奖券"
en_3433,"艾玛[泡泡堂管理员]"
en_3434,"优莉卡[嘉奖]"
en_3435,"洛米尔[魔法娃娃]"
en_3436,"兽灵"
en_3437,"兽髓"
en_3438,"一阶魔力球碎片"
en_3439,"一阶魔力球兑换券"
en_3440,"一阶魔力球"
en_3441,"二阶魔力球"
en_3442,"三阶魔力球"
en_3443,"四阶魔力球"
en_3444,"五阶魔力球"
en_3445,"小飞蝠"
en_3446,"红雪怪"
en_3447,"蓝雪怪"
en_3448,"蓝肥肥"
en_3449,"红肥肥"
en_3450,"小飞龙"
en_3451,"红长者"
en_3452,"绿长者"
en_3453,"冰雪戈伦"
en_3454,"熔岩戈伦"
en_3455,"丛林戈伦"
en_3456,"水灵"
en_3457,"火灵"
en_3458,"土灵"
en_3459,"云灵"
en_3460,"风灵"
en_3461,"木灵"
en_3462,"电灵"
en_3463,"蜂女"
en_3464,"艾安"
en_3465,"四阶娃娃4"
en_3466,"四阶娃娃5"
en_3467,"四阶娃娃6"
en_3468,"四阶娃娃7"
en_3469,"五阶娃娃1"
en_3470,"五阶娃娃2"
en_3471,"五阶娃娃3"
en_3472,"五阶娃娃4"
en_3473,"五阶娃娃5"
en_3474,"五阶娃娃6"
en_3475,"五阶娃娃7"
en_3476,"泡点笔记"
en_3477,"高级泡点笔记"
en_3478,"泡点福袋"
en_3479,"高级泡点福袋"
en_3480,"\fW泡点"
en_3481,"远古邪恶狩猎者"
en_3482,"远古邪恶审判者"
en_3483,"Lv.4风护胫甲"
en_3484,"Lv.4火护胫甲"
en_3485,"Lv.4水护胫甲"
en_3486,"Lv.4土护胫甲"
en_3487,"Lv.4风灵钻"
en_3488,"Lv.4火灵钻"
en_3489,"Lv.4水灵钻"
en_3490,"Lv.4土灵钻"
en_3491,"损坏的Lv.3元素加护胫甲"
en_3492,"劳华地区地监"
en_3493,"Smite"
en_3494,"Whirlwind"
en_3495,"Heroic Strike"
en_3496,"贪婪的暴徒"
en_3497,"狡诈的暴徒"
en_3498,"残忍的暴徒"
en_3499,"恶毒的暴徒"
en_3500,"暗鸦法师"
en_3501,"华丽刺杀者"
en_3502,"Scroll of Armor Protection [1 month]"
en_3503,"三阶防具强化保护卷轴[限时1个月]"
en_3504,"武器高级强化保护卷轴[限时1个月]"
en_3505,"高等经验药水"
en_3506,"强力装备强化礼盒"
en_3507,"高宝铲"
en_3508,"神秘礼盒"
en_3509,"海贼骷髅"
en_3510,"传送铃铛(组队)"
en_3511,"传送铃铛(血盟)"
en_3512,"战斗大师"
en_3513,"糖果"
en_3514,"艾迪的包裹"
en_3515,"净化结晶"
en_3516,"灵识"
en_3517,"魔法气息"
en_3518,"劳华狼人的獠牙"
en_3519,"带着奇怪符号的资料"
en_3520,"Scroll of Weapon Protection [1 month]"
en_3521,"三阶武器强化保护卷轴[限时1个月]"
en_3522,"防具强化保护卷轴[限时6小时](绑定)"
en_3523,"三阶防具强化保护卷轴[限时6小时](绑定)"
en_3524,"劳华狼人"
en_3525,"一级空白魔法卷轴"
en_3526,"二级空白魔法卷轴"
en_3527,"三级空白魔法卷轴"
en_3528,"四级空白魔法卷轴"
en_3529,"五级空白魔法卷轴"
en_3530,"六级空白魔法卷轴"
en_3531,"魔法卷轴（初级治愈术）"
en_3532,"魔法卷轴（日光术）"
en_3533,"魔法卷轴（保护罩）"
en_3534,"魔法卷轴（光箭）"
en_3535,"魔法卷轴（指定传送术）"
en_3536,"魔法卷轴（冰箭）"
en_3537,"魔法卷轴（风刃）"
en_3538,"魔法卷轴（神圣武器）"
en_3539,"魔法卷轴（解毒术）"
en_3540,"魔法卷轴（寒冷战憟）"
en_3541,"魔法卷轴（毒咒）"
en_3542,"魔法卷轴（附魔武器）"
en_3543,"魔法卷轴（破匿之眼）"
en_3544,"魔法卷轴（负重强化）"
en_3545,"魔法卷轴（火箭）"
en_3546,"魔法卷轴（影牙术）"
en_3547,"魔法卷轴（极光雷电）"
en_3548,"魔法卷轴（超度术）"
en_3549,"魔法卷轴（中级治愈术）"
en_3550,"魔法卷轴（暗盲咒）"
en_3551,"魔法卷轴（护持）"
en_3552,"魔法卷轴（寒冰气息）"
en_3553,"魔法卷轴（弱性感测）"
en_3554,"魔法卷轴（燃烧的火球）"
en_3555,"魔法卷轴（通畅气脉术）"
en_3556,"魔法卷轴（坏物术）"
en_3557,"魔法卷轴（体力夺取）"
en_3558,"魔法卷轴（缓速术）"
en_3559,"魔法卷轴（岩牢）"
en_3560,"魔法卷轴（魔法屏障）"
en_3561,"魔法卷轴（冥想术）"
en_3562,"魔法卷轴（缚身术）"
en_3563,"魔法卷轴（极道落雷）"
en_3564,"魔法卷轴（高级治愈术）"
en_3565,"魔法卷轴（迷魅术）"
en_3566,"魔法卷轴（圣洁之光）"
en_3567,"魔法卷轴（冰锥）"
en_3568,"魔法卷轴（魔力夺取）"
en_3569,"魔法卷轴（黑暗之影）"
en_3570,"魔法卷轴（傀儡术）"
en_3571,"魔法卷轴（体魄强健术）"
en_3572,"魔法卷轴（加速术）"
en_3573,"魔法卷轴（魔法相消术）"
en_3574,"魔法卷轴（地裂术）"
en_3575,"魔法卷轴（烈炎术）"
en_3576,"魔法卷轴（弱化术）"
en_3577,"魔法卷轴（神佑武器）"
en_3578,"神灵誓约[30天]"
en_3579,"+6限时武器兑换券"
en_3580,"+7限时武器兑换券"
en_3581,"+8限时武器兑换券"
en_3582,"+9限时武器兑换券"
en_3583,"+10限时武器兑换券"
en_3584,"回归奖券"
en_3585,"伊薇特"
en_3586,"极·冰霜剑士结晶"
en_3587,"极·冰霜枪兵结晶"
en_3588,"极·冰霜猎手结晶"
en_3589,"极·冰霜巴风特结晶"
en_3590,"极·冰霜女巫结晶"
en_3591,"极·冰霜猎影结晶"
en_3592,"Snow Fes Swordsman"
en_3593,"Snow Fes Spearman"
en_3594,"Snow Fes Hunter"
en_3595,"Snow Fes Baphomet"
en_3596,"Snow Fes Witch"
en_3597,"Snow Fes Shadow Hunter"
en_3598,"回归奖券兑换券"
en_3599,"冰霜匕首"
en_3600,"冰霜之刃"
en_3601,"冰霜巨剑"
en_3602,"冰霜之矛"
en_3603,"冰霜法杖"
en_3604,"冰霜之弓"
en_3605,"冰霜双刀"
en_3606,"冰霜手甲"
en_3607,"冰霜之爪"
en_3608,"+11限时武器兑换券"
en_3609,"回归高级泡点笔记·一"
en_3610,"回归高级泡点笔记·二"
en_3611,"特殊泡点笔记"
en_3612,"特殊泡点福袋"
en_3613,"吉安娜"
en_3614,"泰德"
en_3615,"天选抽奖券·贰"
en_3616,"回归变形卷轴盒子"
en_3617,"盾击"
en_3618,"薇薇安"
en_3619,"烈炎之刃"
en_3620,"烈炎巨剑"
en_3621,"巴风特魔杖"
en_3622,"恶龙之弓"
en_3623,"巨蚁双镰"
en_3624,"恶龙手甲"
en_3625,"失去魔力的烈炎之刃"
en_3626,"失去魔力的烈炎巨剑"
en_3627,"失去魔力的巴风特魔杖"
en_3628,"失去魔力的恶龙之弓"
en_3629,"失去魔力的巨蚁双镰"
en_3630,"失去魔力的恶龙手甲"
en_3631,"不死鸟的羽毛"
en_3632,"暗魂甲片"
en_3633,"海王石"
en_3634,"龙骨"
en_3635,"黑暗源力"
en_3636,"安格斯"
en_3637,"体质礼盒"
en_3638,"精神礼盒"
en_3639,"圣·黑暗魔狼"
en_3640,"普通祈福宝箱"
en_3641,"祝福祈福宝箱"
en_3642,"古代终极治愈药剂(祝福)"
en_3643,"终极魔能药剂(祝福)"
en_3644,"夹心糖(祝福)"
en_3645,"拐杖糖(祝福)"
en_3646,"棒棒糖(祝福)"
en_3647,"月辉之泪(祝福)"
en_3648,"米娜[祈福使者]"
en_3649,"极·死亡之镰结晶"
en_3650,"极·死亡之镰"
en_3651,"沉睡之雾"
en_3665,"Trainee"
en_3666,"Member"
en_3667,"Elite"
en_3668,"Guardian"
en_3669,"Vice-Leader"
en_3670,"Leader"
en_3671,"召喚戒指"
en_3672,"覓獸戒指"
en_3673,"囚獸戒指"
en_3674,"伏獸戒指"
en_3675,"馴獸戒指"
en_3676,"喚獸戒指"
en_3677,"阿爾伯特[召喚控制戒指]"
en_3678,"覓獸碎片"
en_3679,"囚獸碎片"
en_3680,"伏獸碎片"
en_3681,"馴獸碎片"
en_3682,"喚獸碎片"
en_3683,"防具強化卷軸(祝福)"
en_3684,"武器強化卷軸(祝福)"
en_3685,"Queen's Liar"
en_40000,"Dwarf Thief"
en_40001,"Elfin Goblin"
en_40002,"Deadly Lotus"
en_40003,"Drake Servant"
en_40004,"Soldier"
en_40005,"Invading Dwarf Thief"
en_40006,"Invading Dwarf"
en_40007,"Invading Elfin Goblin"
en_40008,"Island Deadly Lotus"
en_40009,"Hobgoblin Farmwrecker"
en_40010,"Invading Dwarf Warrior"
en_40011,"Invading Dwarf Servant"
en_40012,"Graveyard Lotus"
en_40013,"Deceased Villager"
en_40014,"Invading Orc Fighter"
en_40015,"Invading Orc"
en_40016,"Summoned Dead"
en_40017,"Devourer Lotus"
en_40018,"Evil Watcher"
en_40019,"Invading Goblin"
en_40020,"Coastal Hobgoblin"
en_40021,"Invading Sahuagin Murloc"
en_40022,"Island Golem"
en_40023,"Lesser Island Ungoliant"
en_40024,"Invading Orc Ritualist"
en_40025,"Island Werewolf"
en_40026,"Island Shelob"
en_40027,"Island Ungoliant"
en_40028,"Island Lycanthrope"
en_40029,"Island Werewolf Fighter"
en_40030,"Expedition Friar"
en_40031,"Fallen Swordsman"
en_40032,"Cave Werewolf"
en_40033,"Fallen Axeman"
en_40034,"Fallen Bowman"
en_40035,"Fallen Spearman"
en_40036,"Cave Shelob"
en_40037,"Cave Golem"
en_40038,"Cave Lycanthrope"
en_40039,"Cave Ungoliant"
en_40040,"Fallen Mage"
en_40041,"Evil Eye"
en_40042,"Weakened Skeleton Swordsman"
en_40043,"Weakened Skeleton Axeman"
en_40044,"Weakened Skeleton Spearman"
en_40045,"Weakened Skeleton Bowman"
en_40046,"Weakened Skeleton Mage"
en_40047,"Zombie"
en_40048,"Ghoul"
en_40049,"Friar"
en_40050,"Ogre"
en_40051,"Rufus [Collect]"
en_40052,"Marcia [Rufus's Assistance]"
en_40053,"Trainee Buffer"
en_40054,"Helena [Accesory Merchant]"
en_40055,"Ghast King"
en_40056,"Dungeon Bugbear"
en_40057,"Skeleton Swordsman"
en_40058,"Skeleton Axeman"
en_40059,"Skeleton Spear"
en_40060,"Skeleton Archer"
en_40061,"Skeleton Mage"
en_40062,"Undead Swordsman"
en_40063,"Undead Fighter"
en_40064,"Undead Guard"
en_40065,"Undead Bowman"
en_40066,"Undead Mage"
en_40067,"Evil Cerberus"
en_40068,"Ancient Swordsman"
en_40069,"Ancient Axeman"
en_40070,"Ancient Spearman"
en_40071,"Ancient Bowman"
en_40072,"Ancient Mage"
en_40073,"Ancient Elder Mage"
en_40074,"Guardian Watcher"
en_40075,"Cursed Ungoliant"
en_40076,"Cursed Ghoul"
en_40077,"Cursed Swordsman"
en_40078,"Cursed Spearman"
en_40079,"Cursed Bowman"
en_40080,"Venom Stinger"
en_40081,"Ilyana [Elven Crystal]"
en_40082,"Oath Vendor"
en_40083,"Ancient Golem"
en_40084,"应许岛防卫军"
en_40085,"Hostile Dwarf"
en_40086,"Gnoll Invader"
en_40087,"熊"
en_40088,"Knight Class Trainer"
en_40089,"Royal Class Trainer"
en_40090,"Elf Class Trainer"
en_40091,"Mage Class Trainer"
en_40092,"Will"
en_40093,"Sien"
en_40094,"Xfeng"
en_40095,"Abyss Succubus"
en_40096,"Novice Shadow Knight Searcher"
en_40097,"Novice Shadow Knight"
en_40098,"Shadow Knight Searcher Leader"
en_40099,"Shadow Knight Searcher"
en_40100,"Premium Shop"
en_40101,"Drow Elite"
en_40102,"Berserker Cockatrice"
en_40103,"Ettin Lord Hammer"
en_40104,"Troll Lord Blueskin"
en_40105,"Bloodthirst Werewolf Alpha"
en_40106,"Succubus Maid"
en_40107,"Tunnel Guard General"
en_40108,"Tunnel Fighter"
en_40109,"Tunnel Guard"
en_40110,"Tunnel Archer"
en_40111,"Tunnel Mage"
en_40112,"Tunnel Ghoul"
en_40113,"Tunnel Nightshade"
en_40114,"Premium Shop(Hide Valley)"
en_40115,"万能药商人"
en_40116,"万能药礼盒商人"
en_40117,"Dellas [Hero]"
en_40118,"Alane [Friendship Shop & Redeem Code]"
en_40119,"Arbiter"
en_40120,"Arbiter (Special)"
en_40121,"Demon Archer (Special)"
en_40122,"Hunter [Monster Hunter]"
en_40123,"Demon Archer (Special)"
en_40124,"Beleth Shadow"
en_40125,"Summoned Bladeling"
en_40126,"Shadow Knight Leader"
en_40127,"Shadow Knight Guard"
en_40128,"Shadow Knight Patrol"
en_40129,"Dungeon Slaughterer"
en_40130,"Tunnel Slaughterer"
en_40131,"Elvan Smith"
en_40132,"Lolth Queen"
en_40133,"Orc Slurbow Patrol"
en_40134,"Angela [Disenchant]"
en_40135,"Event Teleporter"
en_40136,"Death Knight Classic"
en_40137,"Dark Sage"
en_40138,"Frost Hunter"
en_40139,"Demonic Arbiter"
en_40140,"MirrorForest Basilisk"
en_40141,"MirrorForest Doppelganger"
en_40142,"MirrorForest Doppelganger Leader"
en_40143,"MirrorForest Cursed Ungoliant"
en_40144,"MirrorForest Servant of Medusa"
en_40145,"MirrorForest Beholder"
en_40146,"MirrorForest Lemur"
en_40147,"MirrorForest Bear"
en_40148,"Dartford Dwarf"
en_40149,"Dartford Dwarf Warrior"
en_40150,"Dartford Orc Mage"
en_40151,"Dartford Orc Guard"
en_40152,"Dartford Orc Archer"
en_40153,"Dartford Shadow Pharmacist"
en_40154,"Dartford Berserker Ogre"
en_40155,"Dartford Shadow Knight Archer"
en_40156,"Red Panda"
en_40157,"Scarecrow"
en_40158,"Vice President of Hunter Guild"
en_40159,"President of Hunter Guild"
en_40160,"Lv.1 Hunter Permit Vendor"
en_40161,"Lv.2 Hunter Permit Vendor"
en_40162,"Lv.3 Hunter Permit Vendor"
en_40163,"Animal Collect Permit Vendor"
en_40164,"Metal Collect Permit Vendor"
en_40165,"Gem Collect Permit Vendor"
en_40166,"President of Chamber of Commerce"
en_40167,"Lv.1 Hunter Quest Delegator"
en_40168,"Lv.2 Hunter Quest Delegator"
en_40169,"Lv.3 Hunter Quest Delegator"
en_40170,"Leather Collector"
en_40171,"Venom Collector"
en_40172,"Gold Collector"
en_40173,"Magic Crystal Collector"
en_40174,"Nanoco[Polymorph Crystal]"
en_40175,"Character Transfer"
en_40176,"Character Receive"
en_40177,"Name Change"
en_40178,"Joan [Evil Cave Hunter]"
en_40179,"Ivanna [Crystal Hunter]"
en_40180,"Symbian [Escaping Merchant]"
en_40181,"Lucy [Crystal Prize]"
en_40182,"Mithril Collector"
en_40183,"Dark Mithril Collector"
en_40184,"Orichalcum Collector"
en_40185,"Rare Metal Collect Permit Vendor"
en_40186,"First Guardian: Anton"
en_40187,"Panthera Uncia"
en_40188,"Tibetan Wolf"
en_40189,"Dartford Peasant"
en_40190,"Poor Peasant"
en_40191,"House Wife"
en_40192,"Travelling Merchant"
en_40193,"Tramp"
en_40194,"Apocalypser [Element Enchant]"
en_40195,"Frenzied Friar"
en_40196,"Frenzied Shadow Knight"
en_40197,"Steel Collector"
en_40198,"Ellen [Accesory Merchant]"
en_40199,"Dark Elf Class Trainer"
en_40200,"Sahuagin"
en_40201,"Triton"
en_40202,"Kuo-Toa"
en_40203,"Siege Crab"
en_40204,"Morkoth"
en_40205,"Seryilin"
en_40206,"Aboleth"
en_40207,"Ixixachitl"
en_40208,"Kopru"
en_40209,"Dragon Turtle"
en_40210,"Merfolk"
en_40211,"Tojanida"
en_40212,"Eva Acaleph"
en_40213,"Anglerfish"
en_40214,"月兔"
en_40215,"万圣小恶魔"
en_40216,"Death Knight [Event Emissary]"
en_40217,"牛将军[荣耀商店]"
en_40218,"Christmas Demon"
en_40219,"Snow Man [Event Emissary]"
en_40220,"甘伯[有奖竞猜]"
en_40221,"牛气冲天[新春使者]"
en_40222,"年兽·牛战士"
en_40223,"牛哞哞[灯谜使者]"
en_40224,"婕西[经验魔方]"
en_40225,"Helen [Cube Crafter]"
en_41000,"Ancient Sealed Oath [30 Days]"
en_41001,"Ancient Sealed Oath [45 Days]"
en_41002,"Ancient Sealed Oath [60 Days]"
en_41003,"Ancient Sealed Oath [360 Days]"
en_41004,"Succubus Queen Classic"
en_41005,"战场中立怪"
en_41006,"阵营战司令官"
en_41007,"Teon Coin"
en_41008,"南瓜灯"
en_41009,"万圣节糖果"
en_41010,"Ancient Treasure Map"
en_41011,"Elder's Note Bag Permit"
en_41012,"Shard of Custom Polymorph"
en_41013,"Runic Shard of Custom Polymorph"
en_41014,"Chest of the Shapeshifter"
en_41015,"Greater Chest of the Shapeshifter"
en_41016,"Name Change Permit"
en_41017,"Blue Crystal"
en_41018,"Red Crystal"
en_41019,"Ymir Stone Box"
en_41020,"Ymir Permit"
en_41021,"Jokul Stone Box"
en_41022,"Jokul Permit"
en_41023,"Ymir Certificate"
en_41024,"Jokul Certificate"
en_41025,"Enchant Crystal Lv.1"
en_41026,"Enchant Crystal Lv.2"
en_41027,"Enchant Crystal Lv.3"
en_41028,"Grass Cake"
en_41029,"Steak"
en_41030,"Wine"
en_41031,"Spirits"
en_41032,"Blank Parchment"
en_41033,"Wonderful Magic Ink"
en_41034,"Hide Valley Stone Box (Event)"
en_41035,"Hide Valley Permit (Event)"
en_41036,"Mars Gold Coin"
en_41037,"Mars Gold Coin (Blessing)"
en_41038,"Hyper Dark Elf Package"
en_41039,"Character Growth Treasure Box"
en_41040,"Coupon of Advanced Darkness Treasure Box"
en_41041,"Miloz Magical Mushroom"
en_41042,"近战装备礼盒兑换券"
en_41043,"Hyper Melee Package"
en_41044,"Hyper Mage Package"
en_41045,"Hyper Elf Package"
en_41046,"中秋礼盒"
en_41047,"法师装备礼盒兑换券"
en_41048,"精灵装备礼盒兑换券"
en_41049,"暗夜装备礼盒兑换券"
en_41050,"[普通]"
en_41051,"[特殊]"
en_41052,"祝福强化卷轴兑换券"
en_41053,"强化卷轴活动凭证"
en_41054,"山脉额外入场资格证"
en_41055,"雪地额外入场资格证"
en_41056,"山脉额外通行盒子[5次]"
en_41057,"山脉额外通行盒子[10次]"
en_41058,"雪地额外通行盒子[5次]"
en_41059,"雪地额外通行盒子[10次]"
en_41060,"骰子匕首盒子"
en_41061,"项链兑换凭证"
en_41062,"项链兑换凭证（暗）"
en_41063,"活动使者（山脉与雪地）"
en_41064,"Candy Cane [Event Item]"
en_41065,"圣诞抽奖奖券"
en_41066,"经验魔方抽奖奖券"
en_41067,"补给品礼盒"
en_41068,"材料礼盒"
en_41069,"藏宝图礼盒"
en_41070,"惊喜圣诞袜"
en_41071,"圣诞礼盒"
en_41072,"超级冰雪棒棒糖"
en_41073,"（限时24小时）（绑定）"
en_41074,"（限时6小时）（绑定）"
en_41075,"疯魔长剑"
en_41076,"疯魔双刀"
en_41077,"变形匕首（昂哥蜘蛛）"
en_41078,"吸血匕首"
en_41079,"淬毒匕首"
en_41080,"冰冻匕首"
en_41081,"Teleport Runes Box"
en_41082,"Traveler's Treasure"
en_41083,"Bran's Treasure"
en_41084,"Baphomet's Treasure"
en_41085,"Death Knight's Treasure"
en_41086,"Skuld's Treasure"
en_41087,"Svipdag's Treasure"
en_41088,"Sauroner's Treasure"
en_41089,"Endor's Treasure"
en_41090,"Deathsting's Treasure"
en_41091,"Shadow Knight Lieutenant's Treasure"
en_41092,"Drake's Treasure"
en_41093,"Pincer's Treasure"
en_41094,"Anton's Treasure"
en_41095,"Uni Dragon's Treasure"
en_41096,"Terra Dragon's Treasure"
en_41097,"Sea Lion's Treasure"
en_41098,"Treasure of the Tyrant's Minions"
en_41099,"Demonic Chest"
en_41100,"Monster's Treasure"
en_41101,"Champion's Treasure"
en_41102,"Berserker"
en_41103,"Silver Claymore"
en_41104,"Sealed Supply Cargo"
en_41105,"Scroll of Polymorph [Event - DK]"
en_41106,"Scroll of Polymorph [Event - FH]"
en_41107,"Scroll of Polymorph [Event - DS]"
en_41108,"Scroll of Polymorph [Event - DA]"
en_41109,"Scroll of Polymorph [Event - SQ]"
en_41110,"Scroll of Polymorph [Event - DH]"
en_41162,"Dartford Mushroom"
en_42001,"Premium Exclusive"
en_42003," (Trainee)"
en_42004,"NULL"
en_42005,"NULL"
en_42006,"NULL"
en_42007,"NULL"
en_42008,"NULL"
en_42009,"NULL"
en_42010,"NULL"
en_42011,"NULL"
en_42012,"NULL"
en_42013,"NULL"
en_42014,"NULL"
en_42015,"NULL"
en_42016,"Scroll of Polymorph - Demon Archer"
en_42017,"Greater Antidote [Binded]"
en_42018,"Antidote (Quest)"
en_42019,"Name Tag of Attila's Follower (Quest)"
en_42020,"Ancient King's Scepter (Quest)"
en_42021,"Magic Source Stone (Quest)"
en_42022,"Mutant's Soul Crystal (Quest)"
en_42023,"Venom Teeth (Quest)"
en_42024,"Robbed Cargo (Quest)"
en_42025,"Compound Ore (Quest)"
en_42026,"NULL"
en_42027,"Dirty Stone (Quest)"
en_42028,"Shadow Stone (Quest)"
en_42029,"Strength Stone (Quest)"
en_42030,"Heart of Ogre (Quest)"
en_42031,"A Box of Materials (Quest)"
en_42032,"Ant Fluffy (Quest)"
en_42033,"Venom Crystal (Quest)"
en_42034,"NULL"
en_42035,"Lizzardman Nameplate (Quest)"
en_42036,"Ice Magic Core (Quest)"
en_42037,"Elven Crystal (Quest)"
en_42038,"Elven Crystal (Quest)"
en_42039,"Elven Crystal (Quest)"
en_42040,"Pearl Spade 1 (Quest)"
en_42041,"Pearl Spade 2 (Quest)"
en_42042,"Pearl Spade 3 (Quest)"
en_42043,"Pearl Spade 4 (Quest)"
en_42044,"Pearl Powder (Quest)"
en_42045,"Mana Energy Gem (Quest)"
en_42046,"Guard Token (Quest)"
en_42047,"Lamb (Quest)"
en_42048,"Orcish Legions List (Quest)"
en_42049,"Orc Military Defense Map (Quest)"
en_42050,"Black Crystal (Quest)"
en_42051,"Totem (Quest)"
en_42052,"Pearl (Quest)"
en_42053,"Element Stone (Quest)"
en_42054,"Mage Jade (Quest)"
en_42055,"Rotting Meat (Quest)"
en_42056,"Orc Blood (Quest)"
en_42057,"Arrow of Drow (Quest)"
en_42058,"Ancient Map (Quest)"
en_42059,"Voucher of Hero"
en_42060,"Animal Furs"
en_42061,"Leather"
en_42062,"Shadow Knight's Sword (Quest)"
en_42063,"Beleth Shadow Wand (Quest)"
en_42064,"Spear of Dungeon Slaughterer (Quest)"
en_42065,"Spear of Tunnel Slaughterer (Quest)"
en_42066,"Knight Class Certification (Quest)"
en_42067,"Elven Class Certification (Quest)"
en_42068,"Mage Class Certification (Quest)"
en_42069,"Royal Class Certification (Quest)"
en_42070,"Knight Class Certification"
en_42071,"Elven Class Certification"
en_42072,"Mage Class Certification"
en_42073,"Royal Class Certification"
en_42074,"Equipment Magic Crystal"
en_42075,"Recommendation Letter (Quest)"
en_42076,"Lv.1 Hunter Permit"
en_42077,"Lv.2 Hunter Permit"
en_42078,"Lv.3 Hunter Permit"
en_42079,"Animal Collect Permit"
en_42080,"Metal Collect Permit"
en_42081,"Gem Collect Permit"
en_42082,"Information of Deep Maros Dungeon Monsters (Quest)"
en_42083,"Orc Information of Orcish Region (Quest)"
en_42084,"Information About Rare Monsters (Quest)"
en_42085,"Information About Special Monsters (Quest)"
en_42086,"Information of Maros Dungeon Monsters (Quest)"
en_42087,"Rare Metal Collect Permit"
en_42088,"Intelligence From Batta [Item Shop] (Quest)"
en_42089,"Intelligence From Dartford Tour Guide (Quest)"
en_42090,"Intelligence From Taka [Warehouse] (Quest)"
en_42091,"Intelligence From [Inn] (Quest)"
en_42092,"Intelligence From Lucy [Crystal Prize] (Quest)"
en_42093,"Intelligence From Apocalypser (Quest)"
en_42094,"Spy's Report (Quest)"
en_42095,"Mysterious Mage's Letter (Quest)"
en_42096,"Mysterious Mage's Letter"
en_42097,"Box With Intelligence (Quest)"
en_42098,"Intelligence Collection (Quest)"
en_42099,"Broad Sword for Swain (Quest)"
en_42100,"Old Long Sword of Swain (Quest)"
en_42101,"Broken Red Crystal (Quest)"
en_42102,"Intelligence from Shadow Knight (Quest)"
en_42103,"Spy's Report"
en_42104,"Mutant's Soul Crystal (Quest)"
en_42105,"Special Dark Magic Stone Lv.2 (Quest)"
en_42106,"精英侏儒的信物"
en_42107,"树人的枝叶"
en_42108,"被夺的货物"
en_42109,"指引地图"
en_42110,"火魂核心"
en_42111,"火山草"
en_42112,"极奥的厚皮"
en_42113,"火山蘑菇"
en_42114,"火山矿石"
en_42115,"火山灰"
en_42116,"不满意的工艺品"
en_42117,"杰作工艺品"
en_42131,"Spellbook Page"
en_43000,"Scroll of Enchant Trainee's Armor"
en_43001,"Scroll of Enchant Trainee's Weapon"
en_43002,"Ore of Lesser Enchantment"
en_43003,"Greater Evil Soul Crystal"
en_43004,"Insect Saliva (Quest)"
en_43005,"Golem Fragments"
en_43006,"Greater Evil Soul Crystal"
en_43007,"Ancient Battlefield Relic"
en_43008,"Wolf's Fang"
en_43009,"Broken Totem"
