en_0,"Client: %s Resource: %u"
en_679,"BG %hhu, Figure %hhu, Effect %hhu"
en_680,"Duration: %hhu days"
en_681,"\f2Preview is saved."
en_682,"\f2Redeemed successfully"
en_683,"Confirmation"
en_684,"\f3Not enough dyes"
en_685,"1.Duration: %hhu days. \n2.The redeemed item you need. \n3.One kind will be exsist. \n4. The redeemed time cannot be accumulative. It subject to newest effective time."
en_686,"You are about to spend %d number of dyes to redeem %hhu frame: "
en_687,"Char Info"
en_688,"Char Info"
en_689,"Costume"
en_690,"Save"
en_691,"Redeem"
en_692,"Next"
en_693,"Previous"
en_694,"Expiry Time"
en_695,"R"
en_696,"K"
en_697,"M"
en_698,"E"
en_699,"Magical Dye"
en_700,"\fn=Default Costume"
en_701,"\f2You received %s"
en_702,"Reward"
en_703,"Lock Hotkeys"
en_704,"NPC"
en_705,"Cancel"
en_706,"Member Exclusive"
en_707,"Teammate"
en_708,"Please sign in to a registered account before you proceed to subscribe."
en_709,"You are playing as a guest. Please register your account before subscribing."
en_710,"Purchase verification has failed and no billing has occurred."
en_711,"Purchase verification has failed and no billing has occurred."
en_712,"Attacker Select: "
en_713,"Multi Touch"
en_714,"Hotkey Set"
en_715,"You must be a Premium Member to enable secondary hotkeys."
en_716,"Level Display"
en_717,"Account Warehouse"
en_718,"Clan Warehouse"
en_719,"Character Warehouse"
en_720,"You are disconnected. Reconnecting: %u"
en_721,"Reconnect"
en_722,"Love it and rate it"
en_723,"Could have done better"
en_724,"Remain silent"
en_725,"Thank you for playing Teon. How do you like Teon so far?"
en_726,"Accepted"
en_727,"Completed"
en_728,"Invite"
en_729,"My Invitation: "
en_730,"Copy"
en_731,"Share"
en_732,"Invite your friends to join Teon. You will be rewarded when he / she fufils certain requirement!"
en_733,"Rules--\n1. The invitation link is unique to each inviter's account. A player joining Teon through this link is counted as an invitee. \n2. The inviter will be rewarded when his / her invitees complete certain actions in-game. \n3. An inviter can have multiple invitees at the same time. \n4. The inviter and his / her invitee must be on the same server. \n5. The inviter will be rewarded when his / her invitees reach level 30, 49, 59 or subscribe. \n6.A gift to the InviterI: Greater Healing Potion*10, Greater Haste Potion*3\n7.A gift to the InviterⅡ: Ragged Advanced Polymorph Scroll(bound)*3\n8.A gift to the InviterⅢ: Advanced Polymorph Scroll (bound)*3\n9.Premium Gift to the Inviter: Scroll of Enchant Armor*1, Scroll of Enchant Weapon*1"
en_734,"Copied to your clip board"
en_735,"Copy failed"
en_736,"%s\f=Legends: %s\n"
en_737,"Quest List"
en_738,"Repeatable"
en_739,"Acceptable"
en_740,"Cannot Accept"
en_741,"Not Completed"
en_742,"Completed"
en_743,"Stat Points"
en_744,"Effect of Stat Points"
en_745,"Town respawn | Resurrect"
en_746,"Map"
en_747,"Enter Coordinates"
en_748,"\f2Your Location"
en_749,"Region"
en_750,"World"
en_751,"NPC"
en_752,"No mini map for this region"
en_753,"\f3Please enter coordinates in the correct format"
en_754,"\f3Invalid coordinates"
en_755,"\f2Direction"
en_756,"\f2Teleport"
en_757,"Guiding system cannot be used now."
en_758,"Clan"
en_759,"Hostile Clan: "
en_760,"Results: "
en_761,"Honor"
en_762,"Last Login Time"
en_763,"Clan Battle Ranking"
en_764,"BattlePoints"
en_765,"Monthly Ranking"
en_766,"Ranking"
en_767,"Challenge"
en_768,"Select a clan to challenge"
en_769,"Challenge"
en_770,"Do you want to challenge %s ?"
en_771,"Surrender"
en_772,"Draw"
en_773,"This region is not activated"
en_774,"Unstable power diffuse into the air surround this area. \nYou cannot feel the directions."
en_775,"Add"
en_776,"Remove"
en_777,"Walkthrough Videos"
en_778,"Tutorials"
en_779,"Advanced"
en_780,"Player Uploads"
en_781,"Starting Video Tutorials"
en_782,"Video: %s\n Strongly recommended if you are playing Teon for the first time. If you would like to review tutorial videos, you can find them in the video list."
en_783,"　Skip | View"
en_784,"Go"
en_785,"Reject"
en_786,"This item is already under protection . If you proceed this action, it will overwrite the previous protection."
en_787,"　Replace　|　Cancel　"
en_788,"PK VFX"
en_789,"This item is already under  greater protection. If you proceed this action, it will overwrite the previous protection."
en_790,"Learn Your Directions"
en_791,"Hotkeys"
en_792,"Polymorph"
en_793,"Equipping Items"
en_794,"Attacking Monsters"
en_795,"Identifying Items"
en_796,"Learning Spells"
en_797,"Enchanting Equipments"
en_798,"Discard %d x %s?"
en_799,"Type"
en_800,"Expire Date"
en_801,"No"
en_802,"Rewards"
en_803,"Membership"
en_804,"10 years"
en_805,"Seal"
en_806,"Use"
en_807,"Clan Name"
en_808,"Member"
en_809,"Leader"
en_810,"\f>%sSpell Damage: %+d\n"
en_811,"Wanted Order"
en_812,"Hunter:"
en_813,"PK Count:"
en_814,"Bounty:"
en_815,"Hunting Count:"
en_816,"Target:"
en_817,"\f=Open in: "
en_818,"Give Up"
en_819,"Wanted"
en_820,"Explanation"
en_821,"Explanation"
en_822,"Normal"
en_823,"PK"
en_824,"%s has escaped to %s(%d, %d). Please hunt down your target within %d minutes."
en_825,"To leave the jail immediately, you have to turn in Sealed Oath x %d."
en_826,"\f3Cannot cast spell due to insufficient mp。"
en_827,"\f9Info"
en_828,"\fQInfo"
en_829,"\fCYou evaded \f=%s \fCattack"
en_830,"\f=%s \fChave attacked you, causing \f=%d damage"
en_831,"\f=%s \fCuse spell to attack you, causing \f=%d damage"
en_832,"\f2Bound item cannot be enhance"
en_833,"Melee Dmg"
en_834,"Ranged Dmg"
en_835,"Magic Ability"
en_836,"Avoid Ability"
en_837,"Physical Strength"
en_838,"Difficulty"
en_839,"Create"
en_840,"New Character"
en_841,"You are under protected state. You can't perform this operation until your character reaches Lv45."
en_842,"PK"
en_843,"Hotkey Buttons"
en_844,"Menu"
en_845,"Server"
en_846,"Exit"
en_847,"Close"
en_848,"By cancelling this operation, your stats points will remain unchanged."
en_849," Confirm | Cancel"
en_850,"\f=Stats point are not allowed to exceed 35"
en_851,"\f=You still have stats points remaining, please assign first"
en_852,"Confirm Distribute"
en_853,"Are you sure to distribute as above?"
en_854,"Original"
en_855,"Additional"
en_856,"Instruction"
en_857,"Suggestion"
en_858,"Rules"
en_859,"Configure Base"
en_860,"Remaining"
en_861,"Suggestion"
en_862,"Suggest 1"
en_863,"Suggest 2"
en_864,"Suggest 3"
en_865,"Suggest 4"
en_866,"Configure Additional"
en_867,"Lv %d"
en_868,"Select stats point"
en_869,"Reset stats point"
en_870,"The [Initial Stats Point] distributed during character creation adds special bonus to your character stats and stats growth. \n\nFirst part is about the effect of point attribute when the character is generated. \f>\nStrength: Strength effects \fWWeight\f>, \fWMelee Damage\f> and \fWMelee Hit\f>\nDexterity : Dexterity effects \fWAC\f>, \fWRanged Evasion\f>, \fWRanged Damage\f> and \fWRanged Hit\f>\nConstitution: Constitution effects \fWWeight\f>, additional \fWHP when character level up\f> and \fWHP Recovery\f> and \fWAvoid\f>\nWisdom: Wisdom effects addtional \fWMP Recovery when character level up\f> and \fWMP\f> and \fWMagic Resist\f>\nIntelligence: Intelligence effects \fWrate of casting success\f>, \fWMagic Attack\f>, and \fWreduction of mana consume when using magic\f>\nCharm: Charm effect \fWthe number of summoned monsters\f>, charm of \fWRoyal\f> effects \fWthe number of clan members\f>\n\nSecond part is about the point influence for points after Lv 50. \nStrength: Strength: Strength effects \fWweighting\f>, \fWMelee Damage\f> and \fWMelee Hit\f>\nDexterity: Dexterity effects \fWRanged Evasion\f>, \fWRanged Damage\f> and \fWRanged Hit\f>\nConstitution: Constitution effects \fWWeight Carrying\f>, additional \fWHP\f> and \fWHP Recovery when character level up\f> and \fWAvoid\f>\nWisdom: Wisdom effects \fWMP\f>, \fWMP recovery\f>, \fWMagic Resist\f> and \fWamount of healing magic\f>\nIntelligence: Intelligence effects \fWrate of casting success\f>, \fWMagic Damage\f>, and \fWreduction of mana consume when using magic\f>\nCharm: Charm effects \fWthe number of summoned monsters\f>, \fWcritical melee damage rate of Knights and Royals\f>, the charm value of the royal determines \fWthe number of clan members that can be recruited\f>, the extra charm attributes (equipment/temporary status) are not affecting the number of clan members."
en_871,"First, \fWFirst Allocation\n\f>1. Your current level is Lv35 you can configure your [Initial stats point]. \n2. After the point assignment is completed, the character will be upgraded to the current level according to the configured points\n3. [Initial stats point] has a huge impact on character growth, and cannot be easily changed. Players should carefully consider\n\nSecond, \fWOrdinary Reset\n\f>1. When a character is not under Lv50, you can use [Life Spring], reset all [Initial stats point] and [Additional stats point]\n2. After [Initial stats point] and [Additional stats point] are completed, the character will be upgraded to the current level according to the configured points\n3. The extra physical and magic power gained by properties (For example, Bold Potion and Alchemy Potion) will not be retained after reset."
en_872,"Advantages: High HP \nDisAdvantages: Low magic resistance, AC, and physical damage\n\n\fWWeapon Recommendation:\nOne-Handed Sword\f>\n\nTips: Tank builds, rely on high HP, able to give support to clan members, a character model for clan leaders."
en_873,"Advantages: High physical damage \nDisAdvantages: Low AC and magic resistance\n\n\fWWeapon Recommendation:\nOne-Handed Sword\f>\n\nTips: Strength builds, the definition of a warrior, able to give support for clan members, a character model for clan leaders."
en_874,"Advantages: High HP and physical damage \nDisAdvantages: Low AC and magic resistance\n\n\fWWeapon Recommendation:\nOne-Handed Sword\f>\n\nTips: Sub-Strength build, able to give support to clan members, a character model for clan leaders."
en_875,"Advantages: High critical damage and clan members recruit \nDisAdvantages: Low HP, AC and magic resistance\n\n\fWWeapon Recommendation:\nOne-Handed Sword\f>\n\nTips: Crit build, the definition of a warrior, able to give support to clan members, a character model for clan leaders."
en_876,"Advantages: High magic resistance and faster MP regeneration \nDisAdvantages: Low HP, AC and physical damage\n\n\fWWeapon Recommendation:\nOne-Handed Sword\f>\n\nTips: Resist Magic build, rely on high magic resistance, able to give support to clan members, a character model for clan leaders."
en_877,"Advantages: High physical damage \nDisAdvantages: Low AC and HP\n\n\fWWeapon Recommendation:\nOne-Handed Sword or Two-Handed Sword\f>\n\nTips: Equipment-based, will have very high damage once all the equipment have been built, attack line of the team, fast level up."
en_878,"Advantages: High HP and carrying capacity \nDisAdvantages: Low AC and physical damage\n\n\fWWeapon Recommendation:\nOne-Handed Sword or Two-Handed Sword\f>\n\nTips: Equipment-based, will have a very high amount of HP once all the equipment have been build, defence line of the team, slow level up."
en_879,"Advantages: Both offensive and defensive, with dodge ability \nDisAdvantages: Highly dependant on Helm of Magic: Healing\n\n\fWWeapon Recommendation:\nOne-Handed Sword or Two-Handed Sword\f>\n\nTips: Solo-player build, will have a good dodge and magic resistance once being constructed, the process of the building takes more time, medium level up"
en_880,"Advantages: High long range damage and AC \nDisAdvantages: Low HP and magic resistance\n\n\fWWeapon Recommendation:\nBow\f>\n\nTips: Ranged build, suitable for wind-element elves, can choose to strengthen Ranged Damage or magic ability or magic resistance to continue in this path."
en_881,"Advantages: High spell power. \nDisAdvantages: Low magic resistance, AC, ranged damage\n\n\fWWeapon Recommendation:\nBow\f>\n\nTips: Magic build, suitable for those who learn fire, earth, water spells, encouraged to balance with physical damage and healing."
en_882,"Advantages: High HP \nDisAdvantages: Low magic resistance, AC, ranged damage\n\n\fWWeapon Recommendation:\nBow\f>\n\nTips: Flexible build, wind elf will increase its Ranged damage, fire elf will increase its Melee damage, water and earth elf will increase its dodge ability."
en_883,"Advantages: Balanced melee damage and magic damage \nDisAdvantages: Low HP, magic resistance, AC and Ranged damage\n\n\fWWeapon Recommendation:\nDagger or One-Handed Sword\f>\n\nTips: Semi-magic build, suitable for those who learn fire and earth elements, able to have a higher HP and defence during the late gameplay, a build for Melee Damage combine with magic."
en_884,"Advantages: Balanced ranged damage and magic damage \nDisAdvantages: Low HP and magic resistance\n\n\fWWeapon Recommendation:\nBow\f>\n\nTips: Balance build, suitable for those who learn wind and earth elements, will be able to strengthen both Spell Power and Ranged damage during the late gameplay."
en_885,"Advantages: High magic resistance \nDisAdvantages: Low AC, spell power and ranged damage\n\n\fWWeapon Recommendation:\nBow\f>\n\nTips: Resist Magic build, wind elf will increase its Ranged damage, fire elf will increase its Melee damage, water and earth elf will increase its dodge ability."
en_886,"Advantages: High spell power, magic resistance and critical damage \nDisAdvantages: Low AC\n\n\fWWeapon Recommendation:\nStaff\f>\n\nTips: Classic build, will have high magic damage during the late gameplay, at the same time need to pay attention to self-protection."
en_887,"Advantages: High HP and magic resistance \nDisAdvantages: Low AC\n\n\fWWeapon Recommendation:\nStaff\f>\n\nTips: Defensive build, giving up attacking ability to increase surviving ability, able to strengthen magical ability during the late gameplay, encouraged to be good at balancing both attack and defence spells."
en_888,"War Period: %s"
en_889,"Member"
en_890,"[Inactivated]"
en_891,"Sealed Oath[15 days]"
en_892,"十年誓约书"
en_893,"Member Benefits"
en_894,"Introduction"
en_895,"Note"
en_896,"Confirm Purchase"
