tw_0,客戶端版本:%s 資源版本:%u
tw_1921,"推薦3說明\n優勢：超高的近戰物理爆發力、略有魔力減免\n劣勢：防禦較低，續航能力弱\n\n培養方向：\n1.高體暴力型\n武器選擇增加物理攻擊或武器有機率打出最大傷害的，防具選擇力量屬性裝備，後期覺醒暗影系，50等後的屬性點繼續分配至力量和體質上，將近戰物理輸出能力和爆發力發揮到極致，同時兼備生存能力。\n2.偏體兼智暴力型\n武器選擇增加物理攻擊或武器有機率打出最大傷害的，防具選擇力量屬性裝備，後期覺醒暗影系，50等後的屬性點繼續分配至力量、體質和少量智力上，將近戰物理輸出能力和爆發力發揮到極致，同時兼備生存能力和續航能力。\n3.偏體兼精暴力型\n武器選擇增加物理攻擊或武器有機率打出最大傷害的，防具選擇力量屬性裝備，後期覺醒暗影系，50等後的屬性點繼續分配至力量、體質和少量精神上，將近戰物理輸出能力和爆發力發揮到極致，同時兼備生存能力（魔法防禦）和續航能力。"
tw_1922,"推薦1說明\n優勢：超高的近戰物理爆發力，略有魔力恢復加成\n劣勢：防禦較低，續航能力弱\n\n培養方向：\n1.高體暴力型\n武器選擇增加物理攻擊或武器有機率打出最大傷害的，防具選擇力量屬性裝備，後期覺醒暗影系，50等後的屬性點繼續分配至力量和體質上，將近戰物理輸出能力和爆發力發揮到極致，同時兼備生存能力。\n2.偏體兼智暴力型\n武器選擇增加物理攻擊或武器有機率打出最大傷害的，防具選擇力量屬性裝備，後期覺醒暗影系，50等後的屬性點繼續分配至力量、體質和少量智力上，將近戰物理輸出能力和爆發力發揮到極致，同時兼備生存能力和續航能力。\n3.偏體兼精暴力型\n武器選擇增加物理攻擊或武器有機率打出最大傷害的，防具選擇力量屬性裝備，後期覺醒暗影系，50等後的屬性點繼續分配至力量、體質和少量精神上，將近戰物理輸出能力和爆發力發揮到極致，同時兼備生存能力（魔法防禦）和續航能力。"
tw_1923,"推薦6說明\n優勢：持續的遠程物理輸出能力、略有魔力減免\n劣勢：防禦較低，續航能力弱\n\n培養方向：\n1.高體暴力型\n武器選擇增加物理攻擊的，防具選擇敏捷屬性裝備，後期覺醒詛咒系，50等後的屬性點繼續分配至敏捷和體質上，將持續的遠程物理輸出能力發揮到極致，同時兼備生存能力。\n2.偏體兼智暴力型\n武器選擇增加物理攻擊的，防具選擇敏捷屬性裝備，後期覺醒詛咒系，50等後的屬性點繼續分配至敏捷、體質和少量智力上，將持續的遠程物理輸出能力發揮到極致，同時兼備生存能力，略有魔力減免。\n3.偏體兼精暴力型\n武器選擇增加物理攻擊的，防具選擇敏捷屬性裝備，後期覺醒詛咒系，50等後的屬性點繼續分配至敏捷、體質和少量精神上，將持續的遠程物理輸出能力發揮到極致，同時兼備生存能力（魔法防禦）和續航能力。"
tw_1924,"推薦4說明\n優勢：持續的遠程物理輸出能力，略有魔力恢復加成\n劣勢：防禦較低，續航能力弱\n\n培養方向：\n1.高體暴力型\n武器選擇增加物理攻擊的，防具選擇敏捷屬性裝備，後期覺醒詛咒系，50等後的屬性點繼續分配至敏捷和體質上，將持續的遠程物理輸出能力發揮到極致，同時兼備生存能力。\n2.偏體兼智暴力型\n武器選擇增加物理攻擊的，防具選擇敏捷屬性裝備，後期覺醒詛咒系，50等後的屬性點繼續分配至敏捷、體質和少量智力上，將持續的遠程物理輸出能力發揮到極致，同時兼備生存能力，略有魔力減免。\n3.偏體兼精暴力型\n武器選擇增加物理攻擊的，防具選擇敏捷屬性裝備，後期覺醒詛咒系，50等後的屬性點繼續分配至敏捷、體質和少量精神上，將持續的遠程物理輸出能力發揮到極致，同時兼備生存能力（魔法防禦）和續航能力。"
tw_1925,"提煉暗夜魔石"
tw_1926,"暗夜魔石"
tw_1927,"提煉"
tw_1928,"暗夜精靈"
tw_1929,"暗夜精靈職業魔法"
tw_1930,"暗夜精靈魔法筆記"
tw_1931,"雙刀"
tw_1932,"手甲"
tw_1933,"鋼爪"
tw_1934,"名稱"
tw_1935,"當前價格"
tw_1936,"領先血盟"
tw_1937,"結束時間"
tw_1938,"關注"
tw_1939,"操作"
tw_1940,"成交血盟"
tw_1941,"結果"
tw_1942,"參拍盟屋"
tw_1943,"已關注盟屋"
tw_1944,"已結束盟屋"
tw_1945,"血盟資源:"
tw_1946,"成交"
tw_1947,"出價"
tw_1948,"觀看"
tw_1949,"盟屋競拍"
tw_1950,"領先"
tw_1951,"出局"
tw_1952,"參拍血盟"
tw_1953,"出價時間"
tw_1954,"狀態"
tw_1955,"加價幅度:"
tw_1956,"\f3流拍"
tw_1957,"\f3你沒有血盟"
tw_1958,"\f3出價失敗，血盟資源不足"
tw_1959,"\f3已結束盟屋不能關注或取消關注"
tw_1960,"飛刀"
tw_1961,"手裡劍"
tw_1962,"福袋"
tw_1963,"萬能藥禮盒"
tw_1964,"請輸入血盟編號"
tw_1965,"請輸入血盟編號進行搜索"
tw_1966,"正常"
tw_1967,"失敗"
tw_1968,"取消申請"
tw_1969,"加入血盟"
tw_1970,"聯繫盟主"
tw_1971,"血盟編號"
tw_1972,"盟旗"
tw_1973,"等级"
tw_1974,"維護"
tw_1975,"申請等級"
tw_1976,"搜索"
tw_1977,"請輸入申請理由："
tw_1978,"維護確認"
tw_1979,"領取祝福需血盟等級≥2且未處於維護失敗狀態！"
tw_1980,"  確認消耗以下數量的%s、血盟經驗、血盟資源啟動血盟維護嗎？\n%s：%d本\n血盟經驗：%d\n血盟資源：%d"
tw_1981,"退盟確認"
tw_1982,"退出血盟後榮譽點清零，未領取的血盟獎勵將銷毀，請確認"
tw_1983,"榮譽點：%d"
tw_1984,"盟副"
tw_1985,"日期"
tw_1986,"盟眾"
tw_1987,"在線"
tw_1988,"辭去盟職"
tw_1989,"任命為%s"
tw_1990,"降職為盟眾"
tw_1991,"禁言"
tw_1992,"解除禁言"
tw_1993,"批准"
tw_1994,"拒絕"
tw_1995,"加為好友"
tw_1996,"成功"
tw_1997,"失败"
tw_1998,"當前入盟等級限制：%d"
tw_1999,"血盟編號："
tw_2000,"血盟小屋："
tw_2001,"維護狀態："
tw_2002,"血盟經驗："
tw_2003,"血盟資源："
tw_2004,"核心成員"
tw_2005,"個人資訊"
tw_2006,"貢獻經驗："
tw_2007,"貢獻資源："
tw_2008,"剩餘祝福："
tw_2009,"捐獻資源"
tw_2010,"領取祝福"
tw_2011,"血盟升等"
tw_2012,"血盟等級："
tw_2013,"經驗上限："
tw_2014,"資源上限："
tw_2015,"晉級經驗："
tw_2016,"晉級資源："
tw_2017,"晉級"
tw_2018,"每日維護消耗"
tw_2019,"血盟經驗："
tw_2020,"血盟資源："
tw_2021,"當前維護狀態：%s"
tw_2022,"立即維護"
tw_2023,"入盟審批"
tw_2024,"申請者名稱"
tw_2025,"職等"
tw_2026,"申請理由"
tw_2027,"修改"
tw_2028,"公共倉庫賦權"
tw_2029,"福利倉庫"
tw_2030,"血盟資料"
tw_2031,"血盟成員"
tw_2032,"血盟管理"
tw_2033,"輸入錯誤"
tw_2034,"記錄"
tw_2035,"存取記錄"
tw_2036,"存入"
tw_2037,"取出"
tw_2038,"禁言確認"
tw_2039,"確認將 \f= %s \f>禁言 \f= %s \f>嗎？"
tw_2040,"請選擇禁言時長："
tw_2041,"禁言"
tw_2042,"取消"
tw_2043,"%d分鐘"
tw_2044,"%d小時"
tw_2045,"禁言"
tw_2046,"資源捐獻"
tw_2047,"點擊輸入數量(<=%d)"
tw_2048,"個人獲得榮譽點："
tw_2049,"輸入金幣數錯誤"
tw_2050,"你將捐獻：\n\f=%s X %d\n\f>為血盟增加資源：\f2%d\n\f>自己獲得榮譽點：\f2%d\n\f>請確認捐獻嗎？"
tw_2051,"捐獻確認"
tw_2052,"我要捐獻："
tw_2053,"數量："
tw_2054,"可增加資源："
tw_2055,"剩餘捐獻次數："
tw_2056,"被封印的誓約書[15天]"
tw_2057,"金幣"
tw_2058,"捐獻"
tw_2059,"血盟晉級"
tw_2060,"晉級確認"
tw_2061,"確認消耗以下血盟經驗和血盟資源將血盟晉級為 %d 等嗎？\n\n血盟經驗：%d\n血盟資源：%d"
tw_2062,"晉級消耗"
tw_2063,"血盟經驗："
tw_2064,"血盟資源："
tw_2065,"晉升後"
tw_2066,"血盟等級："
tw_2067,"成員上限："
tw_2068,"經驗上限："
tw_2069,"資源上限："
tw_2070,"提取職等設定"
tw_2071,"提取職等更為："
tw_2072,"及以上"
tw_2073,"祝福領取"
tw_2074,"領取確認"
tw_2075,"確認消耗 \f3%d \f>榮譽點領取增益狀態 \f= %s \f>嗎？"
tw_2076,"增益狀態領取提示：\n身上同時只能有一種血盟增益狀態，若已有血盟增益狀態，將被替換；\n狀態有效時間%d分鐘；\n死亡、過時、被相消，狀態均會消失；\n本次領取需消耗榮譽點：%d\n當天剩餘領取次數：%d/%d"
tw_2077,"請選擇領取的狀態："
tw_2078,"領取"
tw_2079,"請先選擇需要分配的物品"
tw_2080,"選擇的盟員錯誤，請刷新盟成員列表"
tw_2081,"請先選擇分配的盟員"
tw_2082,"物品數量不足"
tw_2083,"派發確認"
tw_2084,"確認為選中的盟成員派發獎勵 \f= %s \f>嗎？"
tw_2085,"選擇派發成員"
tw_2086,"成員名稱"
tw_2087,"職等"
tw_2088,"選擇"
tw_2089,"七日派發記錄"
tw_2090,"成員名稱"
tw_2091,"職等"
tw_2092,"獎勵"
tw_2093,"福利管理"
tw_2094,"確定派發"
tw_2095,"查看記錄"
tw_2096,"我的獎勵"
tw_2097,"福利倉庫"
tw_2098,"領取消耗榮譽點：%d"
tw_2099,"現有榮譽點：%d"
tw_2100,"我的獎勵"
tw_2101,"記錄"
tw_2102,"血盟系統說明"
tw_2103,"1.創建血盟\n等級≥40且沒有血盟的王族冒險者可消耗一定數量的金幣，在血盟管理員處建立屬於自己的血盟。\n\n2.加入血盟\n加入血盟有兩種方式：\n1）面對面加入：\n申請人與血盟盟主在遊戲內處於同一屏幕內且點擊對方頭像能觸發社交菜單，通過社交菜單上的「加入血盟」項可直接向血盟盟主發送入盟請求，血盟盟主將會在當前界面查看到入盟確認信息，盟主選擇同意後即入盟成功，若盟主無操作或拒絕，則入盟不成功。\n2）提交入盟申請加入：\n該加入方式是冒險者提交申請後，該申請會發送到被申請血盟的入盟審批欄中，由被申請人血盟的管理者進行審批，每日10點系統將清空所有未被審批的入盟申請。\n申請與審批規則：\n每名冒險者最多可同時向5個血盟提交入盟申請；\n申請者被批准加入某個血盟後，其提交的所有入盟申請將即時失效；\n每個申請在同一血盟中只能被審批一次，若被拒絕，可重新提交申請；\n提交方式：\na、通過社交菜單提交入盟申請：\n點擊冒險者的頭像觸發社交菜單時，選擇「加入血盟」項，若對方是血盟盟主，觸發規則為面對面申請，若對方非血盟盟主，則向其所在血盟發送入盟申請。\nb、通過血盟列表提交入盟申請：\n在血盟列表上選擇心儀的血盟後點擊觸發功能菜單，選擇「加入血盟」，即可向該血盟發送入盟申請，該申請方式可輸入申請理由，讓血盟管理更容易了解你。\n\n3.血盟建設\n1）血盟升等\n血盟共10等，盟主可通過消耗血盟經驗、血盟資源對血盟進行升等，血盟等級越高，可容納人數越多，血盟福利中的增益狀態效果越高，血盟經驗/資源上限值也越高。\n2）血盟維護與臨時維護\na、血盟維護：血盟從2等開始，每日0點將扣除一定數量的血盟經驗和血盟資源用以維護血盟功能的正常運作。\nb、維護失敗：若0點維護時資源或經驗不足，將不會扣除，血盟維護狀態顯示為失敗；\nc、血盟維護失敗時，血盟以下功能失效，下次維護成功時將重新生效：\n- 血盟福利倉庫：盟主將無法派發血盟福利倉庫內未派發的獎勵，已派發的獎勵領取不受影響；\n- 血盟祝福：血盟祝福將不可領取；\n- 盟屋：將無法使用盟屋管理員和盟屋傳送師的功能；\nd、臨時維護：維護失敗後，若當天的血盟經驗、血盟資源重新積累至滿足維護所需，可通過消耗一定數量的誓約書觸發「立即維護」，扣除對應的維護資源並立即恢復血盟失效的功能。\n3）血盟降等\n盟主可通過血盟管理員，消耗一定數量的誓約書降低自己血盟的等級，每次可降低1個等級，最低可降至3等；\n血盟等級降低後，血盟相關功能與福利，都將以降低後的新等級設定為準；\n血盟等級降低後，若血盟現有資源/經驗/人數溢出當前等級上限的，血盟將無法繼續增加資源/經驗/人數。\n4）血盟解散\n盟主可通過血盟管理員申請解散自己的血盟，血盟一旦解散，血盟倉庫、血盟福利倉庫內物品均會被銷毀，申請解散前請先處理好相關財物，以免造成損失。\n5）資源捐獻\n血盟中等級≥40等的成員可通過血盟資料界面上的「捐獻資源」按鈕向血盟捐獻金幣或誓約書增加血盟資源，捐獻資源可獲得一定量的血盟榮譽點。\n每名成員每天可為血盟捐獻的血盟資源有上限，達到上限後不可再捐獻；血盟資源達到上限值後也不再接受捐獻。\n6）經驗貢獻\n血盟中等級≥40等的成員日常練功時擊殺普通魔物或魔物頭目時，可為血盟增加一定數量的血盟經驗值。Boss魔物及活動地圖內的魔物無血盟經驗。\n每名成員每天可為血盟增加的血盟經驗有上限，達到上限後再擊殺魔物將不會為血盟增加經驗；血盟經驗達到上限值後也不再增加血盟經驗。\n\n4.血盟職等與管理權限\n1）職等：\n血盟職等共分6等，分別是盟主、盟副、守護、精英、盟眾、學徒；\n其中有管理權限的職等為盟主、盟副、守護，其餘職等無管理權限；\n每個血盟可以擁有1名盟主、2名盟副、4名守護，精英、盟眾和學徒以血盟人數為限；\n所有成員加入血盟時，默認職等為學徒。\n2）管理權限：\na、盟主：\n- 血盟公告編輯\n- 血盟升等\n- 血盟臨時維護\n- 血盟公共倉庫提取職等的設定\n- 血盟福利倉庫獎勵的派發\n- 最低入盟申請等級的設定\n- 入盟申請審批\n- 請離盟成員\n- 賦予稱謂\n- 血盟成員職等的提升/降低\n- 血盟聊天頻道的禁言/解禁\n- 解散血盟\n- 血盟降等\nb、盟副：\n- 血盟公告編輯\n- 血盟公共倉庫提取職等的設定\n- 入盟申請審批\n- 請離盟成員\n- 賦予稱謂\n- 血盟成員職等的提升/降低\n- 血盟聊天頻道的禁言/解禁\nc、守護：\n- 入盟申請審批\n- 賦予稱謂\n- 血盟聊天頻道的禁言/解禁\n\n5.血盟管理\n1）入盟申請審批\n血盟管理者可通過血盟界面-血盟管理中的「入盟審批」，對申請欄中的入盟申請進行審批，每份申請只可被審批一次，審批後即從申請列表中清除。每日10點會清空當前未被審批的入盟申請。\n2）成員管理\n血盟管理可通過血盟界面-血盟成員，對血盟成員進行職等任命、請離、賦予稱謂等管理操作；\n職等任命：血盟盟主和盟副可對血盟成員進行職等調整；\n請離：血盟管理可對血盟內無管理權限的成員進行請離操作，每日每血盟被請離的成員數有上限，達到上限時，不可繼續請離盟成員；血盟等級越高，每日可請離的血盟成員數上限越高；\n賦予稱謂：血盟管理可對血盟中職等不高於自己的人賦予稱謂；\n禁言：血盟管理可對血盟內職等低於自己的成員進行禁言或解禁言操作。\n3）血盟倉庫提取職等設定\n盟主可通過血盟界面-血盟管理中的「公共倉庫賦權」，設定公共倉庫的提取職等，血盟建立時該默認提取職等為盟眾。\n4）福利倉庫獎勵派發\n盟主可通過血盟界面-血盟管理中的「福利倉庫」，選擇「福利管理」，對福利倉庫中現有獎勵進行派發操作，每次可同時向多名成員各派發1份獎勵，每名成員每天只可被派獎一次。\n\n6.血盟倉庫\n血盟成員可通過血盟管理員使用血盟倉庫。\n血盟倉庫內的物品為血盟共有，但提取者需達到盟主或盟副設定的職等方可提取；\n存入無限制。\n\n7.血盟福利倉庫\n血盟福利倉庫用於存放血盟福利獎勵，血盟福利獎勵來源通常是以血盟為單位的常規挑戰活動、時效活動等。\n血盟成員可通過血盟界面-血盟管理，打開血盟福利倉庫，進行血盟獎勵記錄查看、領取；\n血盟盟主可通過「福利管理」對血盟獎勵進行派發；\n血盟維護失敗期間，血盟福利倉庫失效，盟主將無法進行獎勵派發操作，但不影響盟成員取出已被派發的獎勵。\n\n8.血盟福利-增益狀態\n血盟達到2等開始，血盟將提供血盟祝福領取，盟成員均可通過血盟界面-血盟資料的「領取祝福」，進入血盟祝福領取界面領取血盟祝福；\n血盟等級越高，血盟祝福效果越高，每日每名成員可領取祝福的次數也越多；\n每次領取祝福需消耗榮譽點，等級越高的血盟祝福需消耗越多榮譽點。\n\n9.退出血盟\n血盟成員可通過血盟成員列表，點擊選擇自己的名字，在彈出的功能菜單中選擇「退出血盟」，即可退出自己所在的血盟。\n有管理權限的血盟成員，需要先辭去血盟職務後方可進行退盟操作。\n"
tw_2104,"即將下載遊戲所需全部資源，建議在WIFI環境下進行下載。"
tw_2105,"客戶端版本:%s 資源版本:base"
tw_2106,"下次更新時間：%s"
tw_2107,"下次更新時間：%s 重置時間：%s"
tw_2108,"未上榜"
tw_2109,"排行榜"
tw_2110,"榜單類型"
tw_2111,"排名"
tw_2112,"名稱"
tw_2113,"盟旗"
tw_2114,"殺敵數"
tw_2115,"對門傷害"
tw_2116,"對塔傷害"
tw_2117,"經驗排行榜"
tw_2118,"全職業"
tw_2119,"王族"
tw_2120,"騎士"
tw_2121,"精靈"
tw_2122,"法師"
tw_2123,"暗夜精靈"
tw_2124,"攻城戰排行榜"
tw_2125,"單次殺敵數"
tw_2126,"單次傷害"
tw_2127,"本月殺敵數"
tw_2128,"本月傷害"
tw_2129,"排行榜未更新"
tw_2130,"英雄項錬 LV.7"
tw_2131,"強化等級≥安定值的裝備\n強化失敗不會降低强化等级"
tw_2132,"手機號碼:"
tw_2133,"驗證碼:"
tw_2134,"獲取驗證碼"
tw_2135,"\f3密碼長度應為6位數字"
tw_2136,"\f3確認密碼不一致，請重新確認輸入。"
tw_2137,"輸入密碼:"
tw_2138,"確認密碼:"
tw_2139,"原密碼:"
tw_2140,"新密碼:"
tw_2141,"確認新密碼:"
tw_2142,"請輸入6位數字密碼，並確保兩次輸入的內容完全一致。"
tw_2143,"密碼:"
tw_2144,"設置倉庫密碼"
tw_2145,"重置倉庫密碼"
tw_2146,"\f3注:密碼為6位有效數字"
tw_2147,"倉庫密碼"
tw_2148,"確認操作驗證"
tw_2149,"\f3你還沒實名認證"
tw_2150,"\f3你還沒綁定手機號"
tw_2151,"\f3你還沒設置密碼"
tw_2152,"解綁手機"
tw_2153,"設置密碼"
tw_2154,"重置密碼"
tw_2155,"忘記密碼"
tw_2156,"安全"
tw_2157,"推薦2說明\n優勢：超高的近戰物理爆發力\n劣勢：防禦較低，續航能力弱\n\n培養方向：\n1.高體暴力型\n武器選擇增加物理攻擊或武器有機率打出最大傷害的，防具選擇力量屬性裝備，後期覺醒暗影系，50等後的屬性點繼續分配至力量和體質上，將近戰物理輸出能力和爆發力發揮到極致，同時兼備生存能力。\n2.偏體兼敏暴力型\n武器選擇增加物理攻擊或武器有機率打出最大傷害的，防具選擇力量屬性裝備，後期覺醒暗影系，50等後的屬性點繼續分配至力量、體質和少量敏捷上，將近戰物理輸出能力和爆發力發揮到極致。\n3.偏體兼精暴力型\n武器選擇增加物理攻擊或武器有機率打出最大傷害的，防具選擇力量屬性裝備，後期覺醒暗影系，50等後的屬性點繼續分配至力量、體質和少量精神上，將近戰物理輸出能力和爆發力發揮到極致，同時兼備生存能力（魔法防禦）和續航能力。"
tw_2158,"推薦5說明\n優勢：持續的遠程物理輸出能力，同時有一定的近戰物理爆發力\n劣勢：防禦較低，續航能力弱\n\n培養方向：\n1.高體暴力型\n武器選擇增加物理攻擊的，防具選擇敏捷屬性裝備，後期覺醒詛咒系，50等後的屬性點繼續分配至敏捷和體質上，將持續的遠程物理輸出能力發揮到極致，同時兼備生存能力。\n2.偏體兼智暴力型\n武器選擇增加物理攻擊的，防具選擇敏捷屬性裝備，後期覺醒詛咒系，50等後的屬性點繼續分配至敏捷、體質和少量智力上，將持續的遠程物理輸出能力發揮到極致，同時略有魔力減免。\n3.偏體兼精暴力型\n武器選擇增加物理攻擊的，防具選擇敏捷屬性裝備，後期覺醒詛咒系，50等後的屬性點繼續分配至敏捷、體質和少量精神上，將持續的遠程物理輸出能力發揮到極致，同時兼備生存能力（魔法防禦）和續航能力。"
tw_2159,"Ⅰ"
tw_2160,"Ⅱ"
tw_2161,"Ⅲ"
tw_2162,"Ⅳ"
tw_2163,"Ⅴ"
tw_2164,"Ⅵ"
tw_2165,"\f22.11 防沉迷"
tw_2166,"期限"
tw_2167,"當前還沒有臨時魔法"
tw_2168,"全部魔法"
tw_2169,"\f3快捷鍵位置已鎖定"
tw_2170,"免費體驗"
tw_2171,"\f21.9 福利視窗"
tw_2172,"\f21.10 排行榜視窗"
tw_2173,"\f22.8.1 血盟"
tw_2174,"\f22.8.2 血盟小屋"
tw_2175,"\f22.8.3 攻城戰"
tw_2176,"\f22.14 福利系統"
tw_2177,"\f22.15 排行榜"
tw_2178,"PK數排行榜"
tw_2179,"PK人数"
tw_2180,"請先輸入內容"
tw_2181,"高級變形普通結晶"
tw_2182,"高級變形魔化結晶"
tw_2183,"終極變形結晶"
tw_2184,"變形結晶禮盒(優惠)"
tw_2185,"\f22.7.1 常見增益狀態(一)"
tw_2186,"\f22.7.2 常見增益狀態(二)"
tw_2187,"\f22.7.3 常見增益狀態(三)"
tw_2188,"\f22.7.4 常見增益狀態(四)"
tw_2189,"\f22.7.5 常見減益狀態"
tw_2190,"\f22.7.6 城堡祝福"
tw_2191,"\f22.7.7 盟屋祝福"
tw_2192,"\f22.7.8 血盟祝福"
tw_2193,"變形結晶"
tw_2194,"高級普通結晶"
tw_2195,"高級魔化結晶"
tw_2196,"終極結晶"
tw_2197,"最高元素強化等級：%u\n"
tw_2198,"\f4元素特化：物理/魔法攻擊時有%s%%的固定機率使目標緩速%s秒（僅對玩家有效）"
tw_2199,"\f4元素特化：物理/魔法攻擊時有%s%%的固定機率燒毀目標%s個增益狀態（僅對玩家有效）"
tw_2200,"\f4元素特化：物理/魔法攻擊時有%s%%的固定機率使目標禁療%s秒（僅對玩家有效）"
tw_2201,"\f4元素特化：物理/魔法攻擊時有%s%%的固定機率使目標石化%s秒（僅對玩家有效）"
tw_2202,"藍方陣營"
tw_2203,"紅方陣營"
tw_2204,"立即復活"
tw_2205,"剩餘%u次"
tw_2206,"\f2%u\f>秒後回到休息室"
tw_2207,"陣營"
tw_2208,"靈魂點數量"
tw_2209,"靈魂點排行榜"
tw_2210,"開戰時間"
tw_2211,"\f3團戰還未開始"
tw_2212,"\f22.16 元素強化"
tw_2213,"\f22.17 地獄懲罰"
tw_2214,"武器源晶的元素等級已超過武器可元素強化最大等級"
tw_2215,"最高強化等級：%+d\n"
tw_2216,"高級英雄紋章"
tw_2217,"%s額外魔傷: %+d\n"
tw_2218,"%s幸運: %+d\n"
tw_2219,"消耗 %s"
tw_2220,"\f3僅可寄賣\n"
tw_2221,"\f3僅可個人交易\n"
tw_2222,"\f>您未開通「天選勛章」功能，不能享受倒計時減半福利，是否確認開啟寶箱？"
tw_2223,"開通天選"
tw_2224,"取消"
tw_2225,"確定"
tw_2226,"下次不再提示"
tw_2227,"\f>是否消耗\\f2%s\f>跳過倒計時？"
tw_2228,"\f22.3 角色"
tw_2229,"\f22.3.1 新手保護"
tw_2230,"\f22.4.1 裝備"
tw_2231,"魂石板"
tw_2232,"經驗魔方禮盒"
tw_2233,"活動"
tw_2234,"商城"
tw_2235,"物品詳情"
tw_2236,"禮包詳情"
tw_2237,"寶箱詳情"
tw_2238,"充值"
tw_2239,"天選"
tw_2240,"天選描述"
tw_2241,"購買確認"
tw_2242,"你確定要購買此商品嗎？"
tw_2243,"購買"
tw_2244,"取消"
tw_2245,"日限購"
tw_2246,"周限購"
tw_2247,"月限購"
tw_2248,"限制購買"
tw_2249,"戰功"
tw_2250,"靈魂點"
tw_2251,"死神樂園排行榜"
tw_2252,"單次戰功"
tw_2253,"單次靈魂點"
tw_2254,"本月戰功"
tw_2255,"本月傷害"
tw_2256,"最大可使用箭矢等級:%d\n"
tw_2257,"箭矢等級:%d\n"
tw_2258,"\f3請在游戲內確認自己是否已實名認證和綁定手機號碼"
tw_2259,"\f3請先去設置倉庫密碼"
tw_2260,"行動力"
tw_2261,"戰鬥力"
tw_2262,"抵抗力"
tw_2263,"物理防禦%d\n"
tw_2264,"力量%+d\n"
tw_2265,"敏捷%+d\n"
tw_2266,"體質%+d\n"
tw_2267,"意志%+d\n"
tw_2268,"毅力%+d\n"
tw_2269,"智力%+d\n"
tw_2270,"命中抵抗%+d\n"
tw_2271,"遠程閃避%+d\n"
tw_2272,"魔攻%+d\n"
tw_2273,"魔防%+d\n"
tw_2274,"治癒%+d\n"
tw_2275,"體力上限%+d\n"
tw_2276,"魔力上限%+d\n"
tw_2277,"體力恢復%+d\n"
tw_2278,"魔力恢復%+d\n"
tw_2279,"水防%+d\n"
tw_2280,"火防%+d\n"
tw_2281,"風防%+d\n"
tw_2282,"土防%+d\n"
tw_2283,"抵抗暗盲%+d\n"
tw_2284,"抵抗冰凍%+d\n"
tw_2285,"抵抗沈默%+d\n"
tw_2286,"抵抗石化%+d\n"
tw_2287,"抵抗眩暈%+d\n"
tw_2288,"抵抗中毒%+d\n"
tw_2289,"遠程傷害%+d\n"
tw_2290,"遠程命中%+d\n"
tw_2291,"傷害減免%+d\n"
tw_2292,"魔傷減免%+d\n"
tw_2293,"物理傷害%+d\n"
tw_2294,"魔法傷害%+d\n"
tw_2295,"命中%+d\n"
tw_2296,"魔法命中%+d\n"
tw_2297,"稀有度降序"
tw_2298,"稀有度升序"
tw_2299,"等級降序"
tw_2300,"等級升序"
tw_2301,"等級升序"
tw_2302,"寶箱底座"
tw_2303,"卡箱"
tw_2304,"不能全選，已超過最大上限數"
tw_2305,"全部"
tw_2306,"行動力：%u"
tw_2307,"戰鬥力：%u"
tw_2308,"抵抗力：%u"
tw_2309,"隊長技能"
tw_2310,"職業："
tw_2311,"以卡組%s的%.2f%%轉化為角色%s，最大%+d點\n"
tw_2312,"LV %u/%u"
tw_2313,"羈絆"
tw_2314,"%s（突破至%u"
tw_2315,"解鎖）"
tw_2316,"體型：大"
tw_2317,"體型：小"
tw_2318,"剛體：是"
tw_2319,"剛體：否"
tw_2320,"種族：%s"
tw_2321,"無"
tw_2322,"弱點屬性：%s"
tw_2323,"出沒區域\n"
tw_2324,"掉落物品"
tw_2325,"鎖定"
tw_2326,"解鎖"
tw_2327,"加入卡冊"
tw_2328,"卡冊目錄"
tw_2329,"卡冊信息"
tw_2330,"卡片"
tw_2331,"怪物卡冊"
tw_2332,"背包卡片"
tw_2333,"怪物卡片"
tw_2334,"升級"
tw_2335,"突破"
tw_2336,"編輯卡片"
tw_2337,"卡片育成"
tw_2338,"卡片寶箱"
tw_2339,"放入寶箱"
tw_2340,"加速"
tw_2341,"開啟"
tw_2342,"加速卡箱時間"
tw_2343,"選擇其中一個方式加速卡箱"
tw_2344,"擴展"
tw_2345,"擴展卡冊欄"
tw_2346,"選擇其中一種方式擴展卡冊欄"
tw_2347,"已選素材 %u/%u"
tw_2348,"\f3請先選擇素材"
tw_2349,"素材"
tw_2350,"解鎖卡箱位置"
tw_2351,"升級信息"
tw_2352,"突破信息"
tw_2353,"突破素材"
tw_2354,"LV \f2%u\f>/%u"
tw_2355,"活力：%u \f2> %u"
tw_2356,"戰鬥力：%u \f2> %u"
tw_2357,"抵抗力：%u \f2> %u"
tw_2358,"信息"
tw_2359,"最大等級 LV%u -> \f2LV%u"
tw_2360,"%u張相同羈絆卡片可激活\n"
tw_2361,"成功幾率為%u%%"
tw_2362,"選擇素材"
tw_2363,"可嘗試解鎖"
tw_2364,"%u級"
tw_2365,"退戰"
tw_2366,"出戰"
tw_2367,"替換"
tw_2368,"激活"
tw_2369,"跳過等待"
tw_2370,"選擇其中一個方式跳過等待"
tw_2371,"需要消耗物品才能解鎖"
tw_2372,"開通"
tw_2373,"卡組抵抗力"
tw_2374,"卡組戰鬥力"
tw_2375,"卡組活力"
tw_2376,"卡組"
tw_2377,"卡組信息"
